poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
6C5G4M,1,VERTICAL,598.0,26.0,607.0,4
6C5G4M,2,VERTICAL,598.0,17.5,1306.0,4
6C5G4M,3,VERTICAL,598.0,12.25,1201.0,4
6C5G4M,4,VERTICAL,598.0,8.5,1445.0,4
8030JC,1,VERTICAL,0.0,17.5,410.0,3
8030JC,2,VERTICAL,0.0,12.25,1670.0,3
8030JC,3,VERTICAL,0.0,8.5,1498.0,3
9K474J,1,VERTICAL,134.0,42.0,79.0,3
9K474J,2,VERTICAL,134.0,28.0,995.0,3
9K474J,3,VERTICAL,134.0,22.0,1112.0,3
OYC6AY,1,VERTICAL,1801.0,26.0,352.0,7
OYC6AY,2,VERTICAL,1801.0,14.75,674.0,7
OYC6AY,3,VERTICAL,1801.0,16.0,0.0,7
OYC6AY,4,VERTICAL,1801.0,12.25,1079.0,7
OYC6AY,5,VERTICAL,1801.0,8.5,568.0,7
OYC6AY,6,VERTICAL,1801.0,8.46875,9.0,7
OYC6AY,7,VERTICAL,1801.0,8.5,703.0,7
GQH3R4,1,VERTICAL,41.5,26.0,93.0,6
GQH3R4,2,VERTICAL,41.5,17.5,509.0,6
GQH3R4,3,VERTICAL,41.5,12.25,1844.0,6
GQH3R4,4,VERTICAL,41.5,8.5,493.0,6
GQH3R4,5,VERTICAL,41.5,8.46875,6.0,6
GQH3R4,6,VERTICAL,41.5,8.5,644.0,6
U0AN10,1,VERTICAL,24.0,26.0,328.0,3
U0AN10,2,VERTICAL,24.0,17.5,1005.0,3
U0AN10,3,VERTICAL,24.0,12.25,235.0,3
P86A8J,1,VERTICAL,880.0,26.0,418.0,3
P86A8J,2,VERTICAL,880.0,16.0,886.0,3
P86A8J,3,VERTICAL,880.0,12.25,1489.0,3
7PCLH2,1,VERTICAL,2200.0,26.0,49.0,4
7PCLH2,2,VERTICAL,2200.0,17.5,460.0,4
7PCLH2,3,VERTICAL,2200.0,12.25,672.0,4
7PCLH2,4,VERTICAL,2200.0,8.5,1200.0,4
178N74,1,VERTICAL,1801.0,17.5,500.0,3
178N74,2,VERTICAL,1801.0,12.25,1225.0,3
178N74,3,VERTICAL,1801.0,8.5,315.0,3
T5GBJN,1,VERTICAL,1918.0,26.0,410.0,4
T5GBJN,2,VERTICAL,1918.0,16.0,954.0,4
T5GBJN,3,VERTICAL,1918.0,12.25,956.0,4
T5GBJN,4,VERTICAL,1918.0,8.5,965.0,4
48T9LT,1,VERTICAL,976.0,8.5,710.0,4
48T9LT,2,VERTICAL,976.0,26.0,50.0,4
48T9LT,3,VERTICAL,976.0,17.5,665.0,4
M626VM,1,VERTICAL,1147.0,36.0,62.0,3
M626VM,2,VERTICAL,1147.0,17.5,595.0,3
M626VM,3,VERTICAL,1147.0,12.25,1045.0,3
9SVE3I,1,DIRECIONAL,495.0,36.0,64.0,4
9SVE3I,2,DIRECIONAL,495.0,17.5,578.0,4
9SVE3I,3,DIRECIONAL,495.0,12.25,2083.0,4
9SVE3I,4,DIRECIONAL,495.0,8.5,1242.0,4
H43MYL,1,VERTICAL,295.0,36.0,66.0,5
H43MYL,2,VERTICAL,295.0,26.0,426.0,5
H43MYL,3,VERTICAL,295.0,17.5,1293.0,5
H43MYL,4,VERTICAL,295.0,12.25,1195.0,5
H43MYL,5,VERTICAL,295.0,8.5,932.0,5
US4486,1,VERTICAL,69.0,26.0,16.0,6
US4486,2,VERTICAL,69.0,26.0,64.0,6
US4486,3,VERTICAL,69.0,17.5,0.0,6
US4486,4,VERTICAL,69.0,12.25,570.0,6
US4486,5,VERTICAL,69.0,8.5,1514.0,6
US4486,6,VERTICAL,69.0,8.5,140.0,6
DJ943I,1,VERTICAL,859.0,26.0,61.0,6
DJ943I,2,VERTICAL,859.0,17.5,765.0,6
DJ943I,3,VERTICAL,859.0,12.25,1256.0,6
DJ943I,4,VERTICAL,859.0,12.25,5.0,6
DJ943I,5,VERTICAL,859.0,12.25,329.0,6
DJ943I,6,VERTICAL,859.0,8.5,715.0,6
4WE2M3,1,VERTICAL,2336.0,36.0,63.0,4
4WE2M3,2,VERTICAL,2336.0,26.0,492.0,4
4WE2M3,3,VERTICAL,2336.0,17.5,591.0,4
4WE2M3,4,VERTICAL,2336.0,12.25,1800.0,4
1E276T,1,VERTICAL,1025.0,36.0,64.0,4
1E276T,2,VERTICAL,1025.0,17.5,900.0,4
1E276T,3,VERTICAL,1025.0,12.25,1682.0,4
1E276T,4,VERTICAL,1025.0,8.5,1504.0,4
N79K9I,1,VERTICAL,18.7,26.0,456.0,6
N79K9I,2,VERTICAL,18.7,17.5,1337.0,6
N79K9I,3,VERTICAL,18.7,12.25,858.0,6
N79K9I,4,VERTICAL,18.7,8.46875,18.0,6
N79K9I,5,VERTICAL,18.7,12.25,273.0,6
N79K9I,6,VERTICAL,18.7,8.5,541.0,6
9AT8LT,1,VERTICAL,18.0,26.0,450.0,8
9AT8LT,2,VERTICAL,18.0,17.5,1014.0,8
9AT8LT,3,VERTICAL,18.0,12.25,768.0,8
9AT8LT,4,VERTICAL,18.0,8.5,651.0,8
9AT8LT,5,VERTICAL,18.0,8.46875,9.0,8
9AT8LT,6,VERTICAL,18.0,8.5,435.0,8
9AT8LT,7,VERTICAL,18.0,0.0,9.0,8
9AT8LT,7,VERTICAL,18.0,6.125,10.0,8
Z3LWHY,1,VERTICAL,17.0,26.0,460.0,8
Z3LWHY,2,VERTICAL,17.0,17.5,1132.0,8
Z3LWHY,3,VERTICAL,17.0,12.25,528.0,8
Z3LWHY,4,VERTICAL,17.0,8.46875,9.0,8
Z3LWHY,5,VERTICAL,17.0,12.25,47.0,8
Z3LWHY,6,VERTICAL,17.0,8.46875,9.0,8
Z3LWHY,7,VERTICAL,17.0,12.25,62.0,8
Z3LWHY,8,VERTICAL,17.0,8.46875,9.0,8
9YOIY8,1,VERTICAL,20.0,17.5,630.0,2
9YOIY8,2,VERTICAL,20.0,12.25,1255.0,2
45X8IM,1,VERTICAL,15.6,26.0,464.0,6
45X8IM,2,VERTICAL,15.6,17.5,1108.0,6
45X8IM,3,VERTICAL,15.6,12.25,1441.0,6
45X8IM,4,VERTICAL,15.6,8.5,846.0,6
45X8IM,5,VERTICAL,15.6,8.46875,18.0,6
45X8IM,6,VERTICAL,15.6,8.5,185.0,6
IB1A6I,1,VERTICAL,19.7,26.0,439.0,8
IB1A6I,2,VERTICAL,19.7,17.5,1119.0,8
IB1A6I,3,VERTICAL,19.7,12.25,985.0,8
IB1A6I,4,VERTICAL,19.7,8.5,1090.0,8
IB1A6I,5,VERTICAL,19.7,8.46875,9.0,8
IB1A6I,6,VERTICAL,19.7,8.5,270.0,8
IB1A6I,7,VERTICAL,19.7,8.46875,12.0,8
IB1A6I,8,VERTICAL,19.7,8.5,30.0,8
7M06B2,1,VERTICAL,0.0,17.5,142.0,3
7M06B2,3,VERTICAL,0.0,8.5,893.0,3
VTD43P,1,VERTICAL,167.0,26.0,303.0,4
VTD43P,2,VERTICAL,167.0,17.5,3.0,4
VTD43P,3,VERTICAL,167.0,12.25,751.0,4
VTD43P,4,VERTICAL,167.0,8.5,1344.0,4
8X2KY2,1,VERTICAL,189.0,36.0,71.0,4
8X2KY2,2,VERTICAL,189.0,26.0,324.0,4
8X2KY2,3,VERTICAL,189.0,17.5,1404.0,4
XDQL9E,1,VERTICAL,139.0,26.0,328.0,8
XDQL9E,2,VERTICAL,139.0,17.5,1651.0,8
XDQL9E,4,VERTICAL,139.0,8.5,313.0,8
XDQL9E,5,VERTICAL,139.0,8.46875,16.0,8
XDQL9E,6,VERTICAL,139.0,8.5,13.0,8
XDQL9E,7,VERTICAL,139.0,8.46875,18.0,8
XDQL9E,8,VERTICAL,139.0,8.5,43.0,8
IT4AKH,1,VERTICAL,152.0,26.0,327.0,4
IT4AKH,2,VERTICAL,152.0,17.5,1646.0,4
IT4AKH,3,VERTICAL,152.0,12.25,2115.0,4
IT4AKH,4,VERTICAL,152.0,8.5,1042.0,4
U0IBO4,1,VERTICAL,151.0,26.0,329.0,4
U0IBO4,4,VERTICAL,151.0,8.5,1246.0,4
YRHK33,1,VERTICAL,268.0,26.0,405.0,8
YRHK33,2,VERTICAL,268.0,17.5,1296.0,8
YRHK33,4,VERTICAL,268.0,8.5,685.0,8
YRHK33,6,VERTICAL,268.0,8.5,437.0,8
YRHK33,7,VERTICAL,268.0,8.46875,5.0,8
YRHK33,8,VERTICAL,268.0,8.5,11.0,8
4933KY,1,VERTICAL,187.0,26.0,287.0,8
4933KY,2,VERTICAL,187.0,17.5,1401.0,8
4933KY,4,VERTICAL,187.0,8.5,78.0,8
4933KY,5,VERTICAL,187.0,12.25,0.0,8
4933KY,6,VERTICAL,187.0,8.5,316.0,8
4933KY,7,VERTICAL,187.0,8.46875,9.0,8
4933KY,8,VERTICAL,187.0,8.5,855.0,8
X3HU2D,1,VERTICAL,263.0,26.0,316.0,6
X3HU2D,2,VERTICAL,263.0,17.5,1506.0,6
X3HU2D,3,VERTICAL,263.0,12.25,1945.0,6
X3HU2D,4,VERTICAL,263.0,8.5,164.0,6
X3HU2D,5,VERTICAL,263.0,8.46875,9.0,6
X3HU2D,6,VERTICAL,263.0,8.5,553.0,6
763Y64,1,VERTICAL,136.0,26.0,492.0,4
763Y64,2,VERTICAL,136.0,17.5,1445.0,4
763Y64,4,VERTICAL,136.0,8.5,1022.0,4
4780B0,1,VERTICAL,195.0,26.0,279.0,4
4780B0,2,VERTICAL,195.0,17.5,1400.0,4
4780B0,4,VERTICAL,195.0,8.5,1043.0,4
KMY0M3,1,VERTICAL,181.0,26.0,303.0,8
KMY0M3,2,VERTICAL,181.0,17.5,1491.0,8
KMY0M3,4,VERTICAL,181.0,8.5,575.0,8
KMY0M3,5,VERTICAL,181.0,8.46875,9.0,8
KMY0M3,6,VERTICAL,181.0,8.5,199.0,8
KMY0M3,7,VERTICAL,181.0,8.46875,9.0,8
KMY0M3,8,VERTICAL,181.0,8.5,638.0,8
S35N6B,1,VERTICAL,831.0,26.0,405.0,3
S35N6B,2,VERTICAL,831.0,14.75,1154.0,3
S35N6B,3,VERTICAL,831.0,8.5,1002.0,3
MLY039,1,VERTICAL,132.0,26.0,353.0,4
MLY039,2,VERTICAL,132.0,17.5,1536.0,4
MLY039,4,VERTICAL,132.0,8.5,828.0,4
06LH7H,1,VERTICAL,202.0,36.0,73.0,6
06LH7H,2,VERTICAL,202.0,26.0,255.0,6
06LH7H,3,VERTICAL,202.0,17.5,1544.0,6
06LH7H,4,VERTICAL,202.0,12.25,2012.0,6
06LH7H,5,VERTICAL,202.0,8.5,272.0,6
06LH7H,6,VERTICAL,202.0,6.5,10.0,6
06XGQW,1,VERTICAL,1515.0,26.0,319.0,8
06XGQW,2,VERTICAL,1515.0,16.0,553.0,8
06XGQW,3,VERTICAL,1515.0,12.25,130.0,8
06XGQW,4,VERTICAL,1515.0,8.46875,9.0,8
06XGQW,5,VERTICAL,1515.0,12.25,230.0,8
06XGQW,6,VERTICAL,1515.0,8.46875,9.0,8
06XGQW,7,VERTICAL,1515.0,12.25,71.0,8
06XGQW,8,VERTICAL,1515.0,8.46875,18.0,8
3ZGZ74,1,VERTICAL,135.0,26.0,342.0,6
3ZGZ74,2,VERTICAL,135.0,17.5,1628.0,6
3ZGZ74,4,VERTICAL,135.0,8.5,475.0,6
3ZGZ74,5,VERTICAL,135.0,0.0,11.0,6
3ZGZ74,5,VERTICAL,135.0,5.875,421.0,6
JKDRRW,1,VERTICAL,135.0,26.0,319.0,6
JKDRRW,2,VERTICAL,135.0,17.5,1361.0,6
JKDRRW,3,VERTICAL,135.0,12.25,1264.0,6
JKDRRW,4,VERTICAL,135.0,8.5,9.0,6
JKDRRW,5,VERTICAL,135.0,12.25,760.0,6
JKDRRW,6,VERTICAL,135.0,8.5,825.0,6
4010DH,1,VERTICAL,195.0,26.0,329.0,4
4010DH,2,VERTICAL,195.0,17.5,1364.0,4
4010DH,4,VERTICAL,195.0,8.5,1090.0,4
42DX93,1,VERTICAL,129.0,26.0,396.0,6
42DX93,2,VERTICAL,129.0,17.5,1506.0,6
42DX93,4,VERTICAL,129.0,8.5,255.0,6
42DX93,5,VERTICAL,129.0,8.46875,9.0,6
42DX93,6,VERTICAL,129.0,8.5,709.0,6
EE5X45,1,VERTICAL,1140.0,26.0,316.0,8
EE5X45,2,VERTICAL,1140.0,16.0,560.0,8
EE5X45,3,VERTICAL,1140.0,12.25,70.0,8
EE5X45,4,VERTICAL,1140.0,8.46875,9.0,8
EE5X45,5,VERTICAL,1140.0,12.25,730.0,8
EE5X45,6,VERTICAL,1140.0,8.46875,3.0,8
EE5X45,7,VERTICAL,1140.0,12.25,518.0,8
EE5X45,8,VERTICAL,1140.0,8.5,540.0,8
5OLX60,1,VERTICAL,1351.0,26.0,324.0,4
5OLX60,2,VERTICAL,1351.0,16.0,881.0,4
5OLX60,3,VERTICAL,1351.0,12.25,1483.0,4
5OLX60,4,VERTICAL,1351.0,8.5,761.0,4
UD57F0,1,VERTICAL,873.0,26.0,331.0,6
UD57F0,2,VERTICAL,873.0,16.0,580.0,6
UD57F0,3,VERTICAL,873.0,12.25,1330.0,6
UD57F0,4,VERTICAL,873.0,8.46875,9.0,6
UD57F0,5,VERTICAL,873.0,12.25,185.0,6
UD57F0,6,VERTICAL,873.0,8.5,1513.0,6
UD3O5G,1,VERTICAL,585.0,26.0,341.0,4
UD3O5G,2,VERTICAL,585.0,16.0,692.0,4
UD3O5G,3,VERTICAL,585.0,12.25,1562.0,4
UD3O5G,4,VERTICAL,585.0,8.5,1023.0,4
769NJ8,1,VERTICAL,195.0,26.0,277.0,8
769NJ8,2,VERTICAL,195.0,17.5,1444.0,8
769NJ8,4,VERTICAL,195.0,8.5,101.0,8
769NJ8,5,VERTICAL,195.0,12.25,0.0,8
769NJ8,6,VERTICAL,195.0,8.5,984.0,8
769NJ8,7,VERTICAL,195.0,8.46875,9.0,8
769NJ8,8,VERTICAL,195.0,8.5,124.0,8
DS2OE6,1,VERTICAL,1776.0,26.0,337.0,3
DS2OE6,2,VERTICAL,1776.0,16.0,873.0,3
DS2OE6,3,VERTICAL,1776.0,12.25,1750.0,3
T0XX71,1,VERTICAL,1361.0,26.0,550.0,8
T0XX71,2,VERTICAL,1361.0,12.25,435.0,8
T0XX71,3,VERTICAL,1361.0,8.46875,9.0,8
T0XX71,4,VERTICAL,1361.0,16.0,336.0,8
T0XX71,5,VERTICAL,1361.0,12.25,430.0,8
T0XX71,6,VERTICAL,1361.0,8.46875,9.0,8
T0XX71,7,VERTICAL,1361.0,12.25,1517.0,8
T0XX71,8,VERTICAL,1361.0,8.46875,9.0,8
3036NM,1,VERTICAL,143.0,26.0,244.0,1
Y068P4,1,VERTICAL,143.0,26.0,347.0,7
Y068P4,2,VERTICAL,143.0,17.5,1495.0,7
Y068P4,4,VERTICAL,143.0,10.625,59.0,7
Y068P4,5,VERTICAL,143.0,8.5,8.0,7
Y068P4,6,VERTICAL,143.0,12.25,132.0,7
Y068P4,7,VERTICAL,143.0,8.5,1352.0,7
Z03RFY,1,VERTICAL,1513.0,26.0,372.0,8
Z03RFY,2,VERTICAL,1513.0,16.0,1195.0,8
Z03RFY,3,VERTICAL,1513.0,12.25,1211.0,8
Z03RFY,4,VERTICAL,1513.0,8.5,235.0,8
Z03RFY,5,VERTICAL,1513.0,8.46875,9.0,8
Z03RFY,6,VERTICAL,1513.0,8.5,152.0,8
Z03RFY,7,VERTICAL,1513.0,8.46875,9.0,8
Z03RFY,8,VERTICAL,1513.0,8.5,485.0,8
Z3N80C,1,VERTICAL,337.0,26.0,441.0,3
Z3N80C,2,VERTICAL,337.0,12.25,1546.0,3
Z3N80C,3,VERTICAL,337.0,8.5,1648.0,3
1H632R,1,VERTICAL,1615.0,26.0,368.0,2
1H632R,2,VERTICAL,1615.0,8.5,0.0,2
2H817Q,1,VERTICAL,1615.0,26.0,370.0,3
2H817Q,2,VERTICAL,1615.0,16.0,1003.0,3
2H817Q,3,VERTICAL,1615.0,12.25,936.0,3
6UG90D,1,VERTICAL,1800.0,26.0,490.0,3
6UG90D,2,VERTICAL,1800.0,12.25,1105.0,3
6UG90D,3,VERTICAL,1800.0,8.5,539.0,3
DISMK4,1,VERTICAL,974.0,36.0,84.0,5
DISMK4,2,VERTICAL,974.0,26.0,816.0,5
DISMK4,3,VERTICAL,974.0,17.5,1475.0,5
DISMK4,4,VERTICAL,974.0,12.25,1483.0,5
DISMK4,5,VERTICAL,974.0,8.5,247.0,5
0D35O2,1,VERTICAL,2130.0,42.0,89.0,6
0D35O2,2,VERTICAL,2130.0,26.0,663.0,6
0D35O2,3,VERTICAL,2130.0,17.5,592.0,6
0D35O2,4,VERTICAL,2130.0,12.25,910.0,6
0D35O2,4,VERTICAL,2130.0,8.5,0.0,6
0D35O2,5,VERTICAL,2130.0,8.5,1563.0,6
YKA9AM,1,VERTICAL,1314.0,36.0,82.0,4
YKA9AM,2,VERTICAL,1314.0,26.0,587.0,4
YKA9AM,3,VERTICAL,1314.0,17.5,1005.0,4
YKA9AM,4,VERTICAL,1314.0,12.25,1077.0,4
C3NU78,1,VERTICAL,1934.0,36.0,86.0,4
C3NU78,2,VERTICAL,1934.0,26.0,518.0,4
C3NU78,3,VERTICAL,1934.0,17.5,991.0,4
C3NU78,4,VERTICAL,1934.0,12.25,1531.0,4
2PDQ2A,1,VERTICAL,1928.0,36.0,80.0,5
2PDQ2A,2,VERTICAL,1928.0,26.0,874.0,5
2PDQ2A,3,VERTICAL,1928.0,17.5,1064.0,5
2PDQ2A,4,VERTICAL,1928.0,12.25,913.0,5
2PDQ2A,5,VERTICAL,1928.0,8.5,938.0,5
4462G8,1,VERTICAL,0.0,12.25,303.0,2
4462G8,2,VERTICAL,0.0,8.5,598.0,2
J7H76J,1,VERTICAL,0.0,12.25,305.0,2
J7H76J,2,VERTICAL,0.0,8.5,547.0,2
NA1EHV,1,VERTICAL,0.0,12.25,300.0,2
NA1EHV,2,VERTICAL,0.0,8.5,442.0,2
1TW9HV,1,VERTICAL,1907.0,36.0,86.0,4
1TW9HV,2,VERTICAL,1907.0,26.0,695.0,4
1TW9HV,3,VERTICAL,1907.0,17.5,1016.0,4
1TW9HV,4,VERTICAL,1907.0,12.25,283.0,4
6YYR78,1,0,1671.0,36.0,63.0,1
63LK58,1,DIRECIONAL,1673.0,36.0,87.0,4
63LK58,2,DIRECIONAL,1673.0,17.5,691.0,4
63LK58,3,DIRECIONAL,1673.0,12.25,1519.0,4
63LK58,4,DIRECIONAL,1673.0,8.5,664.0,4
NI9KA0,1,VERTICAL,2483.0,26.0,440.0,4
NI9KA0,2,VERTICAL,2483.0,17.5,343.0,4
NI9KA0,3,VERTICAL,2483.0,12.25,597.0,4
NI9KA0,4,VERTICAL,2483.0,8.5,668.0,4
T81QPT,1,VERTICAL,1246.0,26.0,11.0,4
T81QPT,2,VERTICAL,1246.0,16.0,798.0,4
T81QPT,3,VERTICAL,1246.0,12.25,947.0,4
T81QPT,4,VERTICAL,1246.0,8.5,858.0,4
J92V9Y,1,VERTICAL,800.0,16.0,1008.0,2
J92V9Y,2,VERTICAL,800.0,12.25,1994.0,2
4D5KM8,1,VERTICAL,1374.0,26.0,617.0,1
BLSL9L,1,VERTICAL,1374.0,36.0,61.0,5
BLSL9L,2,VERTICAL,1374.0,26.0,556.0,5
BLSL9L,3,VERTICAL,1374.0,16.0,1158.0,5
BLSL9L,4,VERTICAL,1374.0,12.25,1177.0,5
BLSL9L,5,VERTICAL,1374.0,8.5,462.0,5
7662VN,1,VERTICAL,1583.0,17.5,44.0,1
Y33785,1,VERTICAL,1583.0,36.0,65.0,3
Y33785,2,VERTICAL,1583.0,17.5,992.0,3
Y33785,3,VERTICAL,1583.0,12.25,1303.0,3
H59374,1,VERTICAL,22.5,26.0,441.0,5
H59374,2,VERTICAL,22.5,17.5,1553.0,5
H59374,3,VERTICAL,22.5,12.25,1727.0,5
H59374,4,VERTICAL,22.5,8.5,375.0,5
H59374,5,VERTICAL,22.5,8.46875,17.0,5
5S0390,1,VERTICAL,1286.0,30.0,45.0,5
5S0390,2,VERTICAL,1286.0,17.5,1056.0,5
5S0390,3,VERTICAL,1286.0,12.25,1419.0,5
5S0390,4,VERTICAL,1286.0,8.5,1006.0,5
5S0390,5,VERTICAL,1286.0,6.125,138.0,5
48Z390,1,VERTICAL,2257.0,17.5,851.0,2
48Z390,2,VERTICAL,2257.0,12.25,1709.0,2
3G12DU,1,VERTICAL,1426.0,17.5,860.0,2
3G12DU,2,VERTICAL,1426.0,12.25,1390.0,2
6R8551,1,VERTICAL,1478.0,26.0,63.0,3
6R8551,2,VERTICAL,1478.0,17.5,467.0,3
6R8551,3,VERTICAL,1478.0,12.25,942.0,3
YPA50Z,1,VERTICAL,1779.0,17.5,624.0,2
YPA50Z,2,VERTICAL,1779.0,12.25,747.0,2
B6GAE7,1,VERTICAL,1464.0,26.0,49.0,3
B6GAE7,2,VERTICAL,1464.0,17.5,375.0,3
B6GAE7,3,VERTICAL,1464.0,12.25,1690.0,3
5P7041,1,VERTICAL,2003.0,36.0,50.0,5
5P7041,2,VERTICAL,2003.0,26.0,429.0,5
5P7041,3,VERTICAL,2003.0,16.0,995.0,5
5P7041,4,VERTICAL,2003.0,12.25,1412.0,5
5P7041,5,VERTICAL,2003.0,8.5,1493.0,5
C9JM7P,1,VERTICAL,1338.0,36.0,61.0,3
C9JM7P,2,VERTICAL,1338.0,17.5,464.0,3
C9JM7P,3,VERTICAL,1338.0,12.25,1544.0,3
8HAD9O,1,VERTICAL,1496.0,26.0,50.0,3
8HAD9O,2,VERTICAL,1496.0,17.5,441.0,3
8HAD9O,3,VERTICAL,1496.0,12.25,1014.0,3
VZAH42,1,VERTICAL,1374.0,26.0,74.0,4
VZAH42,2,VERTICAL,1374.0,17.5,1026.0,4
VZAH42,3,VERTICAL,1374.0,12.25,1738.0,4
VZAH42,4,VERTICAL,1374.0,8.5,476.0,4
42AVRA,1,VERTICAL,2042.0,26.0,52.0,3
42AVRA,2,VERTICAL,2042.0,17.5,795.0,3
42AVRA,3,VERTICAL,2042.0,12.25,1099.0,3
05F2V9,1,VERTICAL,1473.0,26.0,62.0,3
05F2V9,2,VERTICAL,1473.0,17.5,663.0,3
05F2V9,3,VERTICAL,1473.0,12.25,1017.0,3
3R9735,1,VERTICAL,1389.0,17.5,706.0,2
3R9735,2,VERTICAL,1389.0,12.25,1305.0,2
92P41E,1,VERTICAL,2053.0,17.5,26.0,2
92P41E,2,VERTICAL,2053.0,26.0,62.0,2
85V11Z,1,VERTICAL,2059.0,26.0,62.0,3
85V11Z,2,VERTICAL,2059.0,17.5,276.0,3
85V11Z,3,VERTICAL,2059.0,12.25,875.0,3
90NP3Y,1,VERTICAL,1900.0,16.0,892.0,2
90NP3Y,2,VERTICAL,1900.0,12.25,1383.0,2
ZW0XNY,1,VERTICAL,1864.0,17.5,682.0,3
ZW0XNY,2,VERTICAL,1864.0,12.25,1990.0,3
ZW0XNY,3,VERTICAL,1864.0,8.5,150.0,3
SHX804,1,VERTICAL,1951.0,36.0,50.0,4
SHX804,2,VERTICAL,1951.0,17.5,1141.0,4
SHX804,4,VERTICAL,1951.0,8.5,870.0,4
S5LMS8,1,VERTICAL,1653.0,36.0,61.0,4
S5LMS8,2,VERTICAL,1653.0,17.5,897.0,4
S5LMS8,3,VERTICAL,1653.0,12.25,1534.0,4
S5LMS8,4,VERTICAL,1653.0,8.5,184.0,4
6RI77S,1,VERTICAL,1652.0,36.0,51.0,2
6RI77S,2,VERTICAL,1652.0,26.0,443.0,2
835619,1,VERTICAL,1648.0,36.0,50.0,8
835619,2,VERTICAL,1648.0,26.0,482.0,8
835619,3,VERTICAL,1648.0,16.0,1300.0,8
835619,4,VERTICAL,1648.0,12.25,1670.0,8
835619,5,VERTICAL,1648.0,8.5,164.0,8
835619,6,VERTICAL,1648.0,6.125,0.0,8
835619,7,VERTICAL,1648.0,8.5,0.0,8
835619,8,VERTICAL,1648.0,6.125,402.0,8
P8HRX4,1,VERTICAL,1730.0,36.0,60.0,6
P8HRX4,2,VERTICAL,1730.0,26.0,900.0,6
P8HRX4,3,VERTICAL,1730.0,16.0,30.0,6
P8HRX4,4,VERTICAL,1730.0,14.75,469.0,6
P8HRX4,5,VERTICAL,1730.0,12.25,1203.0,6
P8HRX4,6,VERTICAL,1730.0,8.5,1042.0,6
23368M,1,VERTICAL,1200.0,36.0,62.0,4
23368M,2,VERTICAL,1200.0,17.5,952.0,4
23368M,3,VERTICAL,1200.0,26.0,952.0,4
23368M,4,VERTICAL,1200.0,12.25,1284.0,4
UYLM15,1,VERTICAL,867.0,36.0,62.0,3
UYLM15,2,VERTICAL,867.0,17.5,1119.0,3
FOR0M5,1,VERTICAL,700.0,36.0,63.0,2
FOR0M5,2,VERTICAL,700.0,26.0,261.0,2
Y6R37D,1,VERTICAL,700.0,36.0,64.0,5
Y6R37D,2,VERTICAL,700.0,26.0,307.0,5
Y6R37D,3,VERTICAL,700.0,16.0,1186.0,5
Y6R37D,4,VERTICAL,700.0,12.25,1188.0,5
Y6R37D,5,VERTICAL,700.0,8.5,1269.0,5
YVQG42,1,DIRECIONAL,60.0,36.0,64.0,8
YVQG42,2,DIRECIONAL,60.0,26.0,338.0,8
YVQG42,3,DIRECIONAL,60.0,17.5,1165.0,8
YVQG42,4,DIRECIONAL,60.0,12.25,1504.0,8
YVQG42,5,DIRECIONAL,60.0,8.5,1496.0,8
YVQG42,6,DIRECIONAL,60.0,6.125,0.0,8
YVQG42,7,DIRECIONAL,60.0,8.5,0.0,8
YVQG42,8,DIRECIONAL,60.0,6.125,365.0,8
8QC181,1,VERTICAL,1798.0,36.0,63.0,4
8QC181,2,VERTICAL,1798.0,26.0,625.0,4
8QC181,3,VERTICAL,1798.0,17.5,1998.0,4
8QC181,4,VERTICAL,1798.0,12.25,1063.0,4
37E85M,1,VERTICAL,74.0,36.0,64.0,6
37E85M,2,VERTICAL,74.0,26.0,367.0,6
37E85M,3,VERTICAL,74.0,17.5,1124.0,6
37E85M,5,VERTICAL,74.0,8.5,972.0,6
37E85M,6,VERTICAL,74.0,6.125,442.0,6
J870PO,1,VERTICAL,1177.0,36.0,51.0,3
J870PO,2,VERTICAL,1177.0,17.5,713.0,3
J870PO,3,VERTICAL,1177.0,12.25,1257.0,3
195QY5,1,DIRECIONAL,1228.0,36.0,45.0,4
195QY5,2,DIRECIONAL,1228.0,26.0,470.0,4
195QY5,3,DIRECIONAL,1228.0,16.0,973.0,4
195QY5,4,DIRECIONAL,1228.0,12.25,1973.0,4
164GL5,1,VERTICAL,1609.0,26.0,61.0,4
164GL5,2,VERTICAL,1609.0,17.5,555.0,4
164GL5,3,VERTICAL,1609.0,12.25,1328.0,4
164GL5,4,VERTICAL,1609.0,8.5,157.0,4
E3XSEN,1,VERTICAL,1878.0,36.0,60.0,5
E3XSEN,2,VERTICAL,1878.0,26.0,565.0,5
E3XSEN,3,VERTICAL,1878.0,17.5,990.0,5
E3XSEN,4,VERTICAL,1878.0,12.25,1348.0,5
E3XSEN,5,VERTICAL,1878.0,8.5,351.0,5
T5NU02,1,VERTICAL,2012.0,36.0,64.0,4
T5NU02,2,VERTICAL,2012.0,17.5,1222.0,4
T5NU02,3,VERTICAL,2012.0,12.25,1533.0,4
T5NU02,4,VERTICAL,2012.0,8.5,825.0,4
KV6EFM,1,VERTICAL,1470.0,36.0,62.0,1
SH3694,1,VERTICAL,1469.0,36.0,61.0,5
SH3694,2,VERTICAL,1469.0,26.0,1148.0,5
SH3694,3,VERTICAL,1469.0,17.5,1841.0,5
SH3694,4,VERTICAL,1469.0,12.25,1136.0,5
SH3694,5,VERTICAL,1469.0,8.5,783.0,5
