poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
K0DTI8,2,HORIZONTAL,880.0,12.25,1353.0,3
K0DTI8,3,HORIZONTAL,880.0,8.5,269.0,3
4NAB9K,1,VERTICAL,945.0,17.5,830.0,4
4NAB9K,2,VERTICAL,945.0,12.25,861.0,4
4NAB9K,3,VERTICAL,945.0,8.46875,70.0,4
4NAB9K,4,VERTICAL,945.0,12.25,143.0,4
DX44LH,1,DIRECIONAL,950.0,17.5,839.0,2
DX44LH,2,DIRECIONAL,950.0,12.25,1453.0,2
46041E,1,HORIZONTAL,897.0,17.5,826.0,3
46041E,2,HORIZONTAL,897.0,12.25,1245.0,3
46041E,3,HORIZONTAL,897.0,8.5,243.0,3
5K347X,1,HORIZONTAL,770.0,17.5,916.0,3
5K347X,2,HORIZONTAL,770.0,12.25,1153.0,3
5K347X,3,HORIZONTAL,770.0,8.5,240.0,3
9B6Q81,1,DIRECIONAL,930.0,26.0,244.0,3
9B6Q81,2,DIRECIONAL,930.0,16.0,704.0,3
9B6Q81,3,DIRECIONAL,930.0,12.25,1380.0,3
R16Q2J,1,HORIZONTAL,811.0,26.0,232.0,4
R16Q2J,2,HORIZONTAL,811.0,16.0,690.0,4
R16Q2J,3,HORIZONTAL,811.0,12.25,1259.0,4
R16Q2J,4,HORIZONTAL,811.0,8.5,288.0,4
E96DRP,1,HORIZONTAL,977.0,17.5,792.0,5
E96DRP,2,HORIZONTAL,977.0,12.25,1234.0,5
E96DRP,3,HORIZONTAL,977.0,8.5,118.0,5
E96DRP,4,HORIZONTAL,977.0,8.46875,4.0,5
E96DRP,5,HORIZONTAL,977.0,8.5,197.0,5
X96U73,1,HORIZONTAL,836.0,17.5,942.0,3
X96U73,2,HORIZONTAL,836.0,12.25,1418.0,3
X96U73,3,HORIZONTAL,836.0,8.5,152.0,3
14A761,1,VERTICAL,975.0,26.0,350.0,6
14A761,2,VERTICAL,975.0,14.75,20.0,6
14A761,3,VERTICAL,975.0,17.5,458.0,6
14A761,4,VERTICAL,975.0,12.25,935.0,6
14A761,5,VERTICAL,975.0,8.46875,7.0,6
14A761,6,VERTICAL,975.0,12.25,105.0,6
RI724A,1,HORIZONTAL,888.0,12.25,235.0,2
RI724A,2,HORIZONTAL,888.0,8.5,240.0,2
1K4PT7,1,HORIZONTAL,1020.0,12.25,198.0,2
1K4PT7,2,HORIZONTAL,1020.0,8.5,192.0,2
UISSVR,1,HORIZONTAL,982.0,12.25,300.0,2
UISSVR,2,HORIZONTAL,982.0,8.5,329.0,2
04WUQQ,1,HORIZONTAL,822.0,17.5,892.0,2
04WUQQ,2,HORIZONTAL,822.0,12.25,1462.0,2
900A2O,1,HORIZONTAL,822.0,12.25,361.0,1
E7796Y,1,HORIZONTAL,822.0,12.25,504.0,2
E7796Y,2,HORIZONTAL,822.0,8.5,205.0,2
9815Y6,1,HORIZONTAL,816.0,12.25,1527.0,2
9815Y6,2,HORIZONTAL,816.0,8.5,245.0,2
0P471O,1,HORIZONTAL,816.0,12.25,1202.0,2
0P471O,2,HORIZONTAL,816.0,8.5,240.0,2
B9J04G,1,VERTICAL,895.0,26.0,347.0,5
B9J04G,2,VERTICAL,895.0,14.75,554.0,5
B9J04G,3,VERTICAL,895.0,12.25,942.0,5
B9J04G,4,VERTICAL,895.0,8.46875,30.0,5
B9J04G,5,VERTICAL,895.0,12.25,115.0,5
BX067A,1,HORIZONTAL,841.0,12.25,1214.0,2
BX067A,2,HORIZONTAL,841.0,8.5,318.0,2
RY2TK3,1,HORIZONTAL,880.0,12.25,230.0,2
RY2TK3,2,HORIZONTAL,880.0,8.5,270.0,2
68J5HP,1,HORIZONTAL,1018.0,12.25,357.0,2
68J5HP,2,HORIZONTAL,1018.0,8.5,372.0,2
Z244A9,1,HORIZONTAL,953.0,12.25,1215.0,2
Z244A9,2,HORIZONTAL,953.0,8.5,427.0,2
927X6V,1,VERTICAL,880.0,26.0,365.0,3
927X6V,2,VERTICAL,880.0,17.5,535.0,3
927X6V,3,VERTICAL,880.0,12.25,1062.0,3
KYKRP2,1,HORIZONTAL,864.0,12.25,1173.0,2
KYKRP2,2,HORIZONTAL,864.0,8.5,377.0,2
CA7MKL,1,HORIZONTAL,840.0,17.5,856.0,3
CA7MKL,2,HORIZONTAL,840.0,12.25,1266.0,3
CA7MKL,3,HORIZONTAL,840.0,8.5,244.0,3
DT1EHX,1,HORIZONTAL,840.0,8.5,252.0,1
T88YA6,1,HORIZONTAL,962.0,30.0,32.0,4
T88YA6,2,HORIZONTAL,962.0,17.5,844.0,4
T88YA6,3,HORIZONTAL,962.0,12.25,1271.0,4
T88YA6,4,HORIZONTAL,962.0,8.5,373.0,4
V88W55,1,HORIZONTAL,900.0,12.25,1987.0,2
V88W55,2,HORIZONTAL,900.0,8.5,328.0,2
L58LHB,1,HORIZONTAL,892.0,12.25,0.0,4
L58LHB,2,HORIZONTAL,892.0,16.0,758.0,4
L58LHB,3,HORIZONTAL,892.0,12.25,1595.0,4
L58LHB,4,HORIZONTAL,892.0,8.5,412.0,4
6UL779,1,HORIZONTAL,954.0,12.25,347.0,2
6UL779,2,HORIZONTAL,954.0,8.5,391.0,2
Y2B3M7,1,HORIZONTAL,867.0,12.25,1175.0,2
Y2B3M7,2,HORIZONTAL,867.0,8.5,402.0,2
PA2VRS,1,HORIZONTAL,938.0,12.25,1156.0,2
PA2VRS,2,HORIZONTAL,938.0,8.5,376.0,2
Y65FPZ,1,HORIZONTAL,962.0,14.75,1227.0,2
Y65FPZ,2,HORIZONTAL,962.0,9.5,678.0,2
B155O1,1,HORIZONTAL,922.0,12.25,1646.0,2
B155O1,2,HORIZONTAL,922.0,8.5,528.0,2
4026J9,1,HORIZONTAL,1026.0,12.25,1211.0,2
4026J9,2,HORIZONTAL,1026.0,8.5,754.0,2
3E3JM1,1,HORIZONTAL,704.0,12.25,1600.0,2
3E3JM1,2,HORIZONTAL,704.0,8.5,364.0,2
I7WCL0,1,DIRECIONAL,880.0,26.0,337.0,3
I7WCL0,2,DIRECIONAL,880.0,17.5,567.0,3
I7WCL0,3,DIRECIONAL,880.0,12.25,1204.0,3
RHGU0R,1,VERTICAL,938.0,26.0,368.0,3
RHGU0R,2,VERTICAL,938.0,14.75,488.0,3
RHGU0R,3,VERTICAL,938.0,12.25,1006.0,3
0L39C2,1,HORIZONTAL,788.0,12.25,1112.0,2
0L39C2,2,HORIZONTAL,788.0,8.5,732.0,2
71YZND,1,HORIZONTAL,871.0,12.25,730.0,2
71YZND,2,HORIZONTAL,871.0,8.5,663.0,2
36MWVP,1,HORIZONTAL,871.0,8.5,632.0,1
F753R1,1,HORIZONTAL,977.0,12.25,112.0,2
F753R1,2,HORIZONTAL,977.0,8.5,526.0,2
E77007,1,HORIZONTAL,735.0,12.25,1411.0,1
F3R994,1,HORIZONTAL,735.0,12.25,523.0,2
F3R994,2,HORIZONTAL,735.0,8.5,457.0,2
PB312Q,1,HORIZONTAL,715.0,12.25,217.0,2
PB312Q,2,HORIZONTAL,715.0,8.5,145.0,2
Q62E1X,1,HORIZONTAL,670.0,12.25,1038.0,1
ZM4KWB,1,HORIZONTAL,670.0,12.25,881.0,2
ZM4KWB,2,HORIZONTAL,670.0,8.5,367.0,2
38PC9O,1,HORIZONTAL,680.0,8.5,190.0,1
9BFH06,1,HORIZONTAL,680.0,8.5,414.0,1
9IH60G,1,HORIZONTAL,830.0,30.0,34.0,4
9IH60G,2,HORIZONTAL,830.0,17.5,953.0,4
9IH60G,3,HORIZONTAL,830.0,12.25,1419.0,4
9IH60G,4,HORIZONTAL,830.0,8.5,0.0,4
CJ4TDL,1,HORIZONTAL,830.0,8.5,390.0,1
67F056,1,HORIZONTAL,748.0,8.5,378.0,1
7C88MS,1,HORIZONTAL,939.0,12.25,470.0,2
7C88MS,2,HORIZONTAL,939.0,8.5,252.0,2
SU1LR2,1,HORIZONTAL,892.0,12.25,213.0,2
SU1LR2,2,HORIZONTAL,892.0,8.5,711.0,2
7XF3J3,1,HORIZONTAL,787.0,8.5,360.0,1
49R6EM,1,DIRECIONAL,880.0,26.0,338.0,3
49R6EM,2,DIRECIONAL,880.0,17.5,561.0,3
49R6EM,3,DIRECIONAL,880.0,12.25,1185.0,3
AR3VO2,1,DIRECIONAL,727.0,30.0,33.0,4
AR3VO2,2,DIRECIONAL,727.0,17.5,1024.0,4
AR3VO2,3,DIRECIONAL,727.0,14.75,1137.0,4
AR3VO2,4,DIRECIONAL,727.0,9.5,273.0,4
N5BO21,1,DIRECIONAL,727.0,9.5,225.0,1
6Q6LOI,1,HORIZONTAL,822.0,30.0,945.0,5
6Q6LOI,2,HORIZONTAL,822.0,17.5,0.0,5
6Q6LOI,3,HORIZONTAL,822.0,12.25,0.0,5
6Q6LOI,4,HORIZONTAL,822.0,14.75,1153.0,5
6Q6LOI,5,HORIZONTAL,822.0,9.5,317.0,5
48GJZ8,1,HORIZONTAL,1040.0,30.0,37.0,4
48GJZ8,2,HORIZONTAL,1040.0,17.5,711.0,4
48GJZ8,3,HORIZONTAL,1040.0,12.25,905.0,4
48GJZ8,4,HORIZONTAL,1040.0,8.5,1000.0,4
CBSCP2,1,HORIZONTAL,947.0,12.25,376.0,2
CBSCP2,2,HORIZONTAL,947.0,9.0,257.0,2
T13E94,1,HORIZONTAL,669.0,30.0,32.0,2
T13E94,2,HORIZONTAL,669.0,17.5,896.0,2
609733,1,HORIZONTAL,668.0,30.0,31.0,4
609733,2,HORIZONTAL,668.0,26.0,347.0,4
609733,3,HORIZONTAL,668.0,16.0,375.0,4
609733,4,HORIZONTAL,668.0,12.25,1688.0,4
7XJS05,1,HORIZONTAL,668.0,12.25,821.0,2
7XJS05,2,HORIZONTAL,668.0,8.5,498.0,2
X2B5AP,1,HORIZONTAL,775.0,30.0,36.0,4
X2B5AP,2,HORIZONTAL,775.0,17.5,878.0,4
X2B5AP,3,HORIZONTAL,775.0,14.75,1520.0,4
X2B5AP,4,HORIZONTAL,775.0,9.5,443.0,4
M9QWL6,1,HORIZONTAL,777.0,30.0,33.0,4
M9QWL6,2,HORIZONTAL,777.0,17.5,975.0,4
M9QWL6,3,HORIZONTAL,777.0,12.25,1539.0,4
M9QWL6,4,HORIZONTAL,777.0,8.5,453.0,4
4C866J,1,HORIZONTAL,777.0,8.5,305.0,1
8DT880,1,HORIZONTAL,777.0,8.5,248.0,1
HEG4KQ,1,DIRECIONAL,594.0,26.0,340.0,3
HEG4KQ,2,DIRECIONAL,594.0,14.75,924.0,3
HEG4KQ,3,DIRECIONAL,594.0,12.25,889.0,3
0N3ULU,4,HORIZONTAL,875.0,9.5,270.0,1
D9S168,4,HORIZONTAL,875.0,9.5,291.0,1
434Y79,1,HORIZONTAL,822.0,9.5,50.0,2
434Y79,2,HORIZONTAL,822.0,8.5,1025.0,2
215T94,1,HORIZONTAL,888.0,26.0,290.0,5
215T94,2,HORIZONTAL,888.0,16.0,0.0,5
215T94,4,HORIZONTAL,888.0,16.0,709.0,5
215T94,5,HORIZONTAL,888.0,12.25,0.0,5
215T94,5,HORIZONTAL,888.0,14.75,1789.0,5
89R4GL,5,HORIZONTAL,888.0,14.75,1539.0,2
89R4GL,6,HORIZONTAL,888.0,9.5,306.0,2
NJUU5W,3,HORIZONTAL,949.0,14.75,1372.0,2
NJUU5W,4,HORIZONTAL,949.0,9.5,377.0,2
GJH56M,4,HORIZONTAL,742.0,14.75,1304.0,2
GJH56M,5,HORIZONTAL,742.0,9.5,270.0,2
27O01Z,1,DIRECIONAL,878.0,26.0,337.0,3
27O01Z,2,DIRECIONAL,878.0,17.5,645.0,3
27O01Z,3,DIRECIONAL,878.0,12.25,1108.0,3
B7UWH6,4,HORIZONTAL,717.0,12.25,50.0,3
B7UWH6,4,HORIZONTAL,717.0,14.75,1020.0,3
B7UWH6,5,HORIZONTAL,717.0,9.5,345.0,3
7M04UF,4,HORIZONTAL,837.0,14.75,1015.0,1
ZJ4PCK,4,HORIZONTAL,837.0,15.0,1013.0,2
ZJ4PCK,4,HORIZONTAL,837.0,9.5,406.0,2
1U1AZ2,3,HORIZONTAL,1040.0,12.25,1358.0,2
1U1AZ2,4,HORIZONTAL,1040.0,8.5,636.0,2
7BO928,1,HORIZONTAL,781.0,36.0,61.0,6
7BO928,2,HORIZONTAL,781.0,26.0,257.0,6
7BO928,2,HORIZONTAL,781.0,8.5,0.0,6
7BO928,3,HORIZONTAL,781.0,16.0,741.0,6
7BO928,4,HORIZONTAL,781.0,14.75,1413.0,6
7BO928,5,HORIZONTAL,781.0,9.5,563.0,6
03QI55,4,HORIZONTAL,689.0,12.25,1012.0,2
03QI55,5,HORIZONTAL,689.0,8.5,476.0,2
L4TJ81,5,HORIZONTAL,689.0,9.5,507.0,1
WZIX8J,2,DIRECIONAL,668.0,26.0,336.0,3
WZIX8J,3,DIRECIONAL,668.0,16.0,844.0,3
WZIX8J,4,DIRECIONAL,668.0,12.25,1039.0,3
01YQ49,1,DIRECIONAL,919.0,26.0,348.0,2
01YQ49,2,DIRECIONAL,919.0,12.25,1650.0,2
19NI84,4,HORIZONTAL,736.0,12.25,1239.0,2
19NI84,5,HORIZONTAL,736.0,8.5,525.0,2
3L6D86,1,DIRECIONAL,950.0,26.0,338.0,3
3L6D86,2,DIRECIONAL,950.0,17.5,718.0,3
3L6D86,3,DIRECIONAL,950.0,12.25,1111.0,3
C0RR5K,1,DIRECIONAL,980.0,36.0,56.0,4
C0RR5K,2,DIRECIONAL,980.0,26.0,282.0,4
C0RR5K,3,DIRECIONAL,980.0,14.75,483.0,4
C0RR5K,4,DIRECIONAL,980.0,12.25,1123.0,4
8Y64RM,1,DIRECIONAL,898.0,26.0,376.0,3
8Y64RM,2,DIRECIONAL,898.0,14.75,752.0,3
8Y64RM,3,DIRECIONAL,898.0,12.25,1119.0,3
AF7KNV,1,DIRECIONAL,951.0,26.0,52.0,1
LY26W5,1,DIRECIONAL,950.0,36.0,52.0,4
LY26W5,2,DIRECIONAL,950.0,26.0,287.0,4
LY26W5,3,DIRECIONAL,950.0,17.5,744.0,4
LY26W5,4,DIRECIONAL,950.0,12.25,1099.0,4
9CV57Y,1,DIRECIONAL,918.0,26.0,360.0,3
9CV57Y,2,DIRECIONAL,918.0,14.75,749.0,3
9CV57Y,3,DIRECIONAL,918.0,12.25,1077.0,3
7TXQDE,1,DIRECIONAL,950.0,36.0,60.0,4
7TXQDE,2,DIRECIONAL,950.0,26.0,279.0,4
7TXQDE,3,DIRECIONAL,950.0,17.5,508.0,4
7TXQDE,4,DIRECIONAL,950.0,12.25,1085.0,4
C9W9NL,1,DIRECIONAL,937.0,26.0,338.0,7
C9W9NL,2,DIRECIONAL,937.0,17.5,660.0,7
C9W9NL,3,DIRECIONAL,937.0,12.25,1014.0,7
C9W9NL,4,DIRECIONAL,937.0,8.46875,16.0,7
C9W9NL,5,DIRECIONAL,937.0,12.25,1.0,7
C9W9NL,6,DIRECIONAL,937.0,8.46875,1.0,7
C9W9NL,7,DIRECIONAL,937.0,12.25,93.0,7
N42CJK,1,DIRECIONAL,810.0,26.0,292.0,3
N42CJK,2,DIRECIONAL,810.0,16.0,656.0,3
N42CJK,3,DIRECIONAL,810.0,12.25,1146.0,3
UZN3IL,1,VERTICAL,814.0,26.0,283.0,3
UZN3IL,2,VERTICAL,814.0,16.0,785.0,3
UZN3IL,3,VERTICAL,814.0,12.25,1013.0,3
M8F5Q5,1,DIRECIONAL,836.0,26.0,281.0,3
M8F5Q5,2,DIRECIONAL,836.0,16.0,730.0,3
M8F5Q5,3,DIRECIONAL,836.0,12.25,1418.0,3
690KBK,1,HORIZONTAL,810.0,26.0,322.0,6
690KBK,2,HORIZONTAL,810.0,16.0,893.0,6
690KBK,3,HORIZONTAL,810.0,12.25,510.0,6
690KBK,4,HORIZONTAL,810.0,8.5,355.0,6
690KBK,5,HORIZONTAL,810.0,0.0,34.0,6
690KBK,5,HORIZONTAL,810.0,6.125,312.0,6
2NVSKG,1,HORIZONTAL,810.0,12.25,716.0,3
2NVSKG,2,HORIZONTAL,810.0,8.5,202.0,3
2NVSKG,3,HORIZONTAL,810.0,6.125,251.0,3
N7XE8B,1,DIRECIONAL,821.0,26.0,35.0,5
N7XE8B,2,DIRECIONAL,821.0,16.0,696.0,5
N7XE8B,3,DIRECIONAL,821.0,12.25,1216.0,5
N7XE8B,4,DIRECIONAL,821.0,26.0,297.0,5
N7XE8B,5,DIRECIONAL,821.0,12.25,0.0,5
B0812J,1,DIRECIONAL,838.0,26.0,335.0,3
B0812J,2,DIRECIONAL,838.0,16.0,830.0,3
B0812J,3,DIRECIONAL,838.0,12.25,1317.0,3
7L90ST,1,VERTICAL,791.0,26.0,330.0,3
7L90ST,2,VERTICAL,791.0,16.0,649.0,3
7L90ST,3,VERTICAL,791.0,12.25,992.0,3
2Y6ZWR,1,DIRECIONAL,736.0,26.0,344.0,3
2Y6ZWR,2,DIRECIONAL,736.0,16.0,662.0,3
2Y6ZWR,3,DIRECIONAL,736.0,12.25,1354.0,3
S1125S,1,VERTICAL,730.0,26.0,331.0,3
S1125S,2,VERTICAL,730.0,16.0,655.0,3
S1125S,3,VERTICAL,730.0,12.25,1080.0,3
2QF51H,1,DIRECIONAL,671.0,26.0,343.0,3
2QF51H,2,DIRECIONAL,671.0,16.0,670.0,3
2QF51H,3,DIRECIONAL,671.0,12.25,1432.0,3
1A6JB4,1,DIRECIONAL,957.0,26.0,321.0,3
1A6JB4,2,DIRECIONAL,957.0,16.0,718.0,3
1A6JB4,3,DIRECIONAL,957.0,12.25,1202.0,3
W5D6ZF,1,VERTICAL,957.0,26.0,322.0,3
W5D6ZF,2,VERTICAL,957.0,16.0,598.0,3
W5D6ZF,3,VERTICAL,957.0,12.25,792.0,3
16ZU7C,1,VERTICAL,752.0,26.0,333.0,7
16ZU7C,2,VERTICAL,752.0,14.75,510.0,7
16ZU7C,3,VERTICAL,752.0,12.25,1054.0,7
16ZU7C,4,VERTICAL,752.0,8.5,3.0,7
16ZU7C,5,VERTICAL,752.0,8.46875,18.0,7
16ZU7C,6,VERTICAL,752.0,12.25,210.0,7
16ZU7C,7,VERTICAL,752.0,8.5,62.0,7
3JY896,1,DIRECIONAL,951.0,16.0,569.0,2
3JY896,2,DIRECIONAL,951.0,12.25,1083.0,2
SO0201,1,DIRECIONAL,672.0,26.0,291.0,3
SO0201,2,DIRECIONAL,672.0,16.0,752.0,3
SO0201,3,DIRECIONAL,672.0,12.25,1530.0,3
FO26LK,1,DIRECIONAL,699.0,16.0,736.0,2
FO26LK,2,DIRECIONAL,699.0,12.25,1274.0,2
4M0BQH,1,DIRECIONAL,850.0,26.0,322.0,3
4M0BQH,2,DIRECIONAL,850.0,16.0,725.0,3
4M0BQH,3,DIRECIONAL,850.0,12.25,1419.0,3
VMJC97,1,DIRECIONAL,840.0,26.0,318.0,3
VMJC97,2,DIRECIONAL,840.0,16.0,661.0,3
VMJC97,3,DIRECIONAL,840.0,12.25,1348.0,3
Z362L1,1,DIRECIONAL,957.0,26.0,119.0,3
Z362L1,2,DIRECIONAL,957.0,16.0,733.0,3
Z362L1,3,DIRECIONAL,957.0,12.25,1214.0,3
AMJ6C0,1,VERTICAL,775.0,26.0,318.0,3
AMJ6C0,2,VERTICAL,775.0,16.0,674.0,3
AMJ6C0,3,VERTICAL,775.0,12.25,988.0,3
A2MZ72,1,VERTICAL,719.0,26.0,399.0,8
A2MZ72,2,VERTICAL,719.0,14.75,1250.0,8
A2MZ72,3,VERTICAL,719.0,8.5,239.0,8
A2MZ72,4,VERTICAL,719.0,8.46875,9.0,8
A2MZ72,5,VERTICAL,719.0,8.5,4.0,8
A2MZ72,6,VERTICAL,719.0,8.46875,43.0,8
A2MZ72,7,VERTICAL,719.0,8.5,5.0,8
A2MZ72,8,VERTICAL,719.0,8.46875,66.0,8
PBN994,1,DIRECIONAL,957.0,26.0,37.0,3
PBN994,2,DIRECIONAL,957.0,16.0,575.0,3
PBN994,3,DIRECIONAL,957.0,12.25,1196.0,3
0CB6S9,1,DIRECIONAL,774.0,26.0,294.0,3
0CB6S9,2,DIRECIONAL,774.0,16.0,659.0,3
0CB6S9,3,DIRECIONAL,774.0,12.25,1331.0,3
GJ1L13,1,DIRECIONAL,698.0,26.0,283.0,3
GJ1L13,2,DIRECIONAL,698.0,16.0,736.0,3
GJ1L13,3,DIRECIONAL,698.0,12.25,1528.0,3
X86E15,1,VERTICAL,709.0,26.0,292.0,3
X86E15,2,VERTICAL,709.0,16.0,747.0,3
X86E15,3,VERTICAL,709.0,12.25,1054.0,3
5SG9C1,1,DIRECIONAL,977.0,17.5,18.0,1
W59508,1,DIRECIONAL,977.0,17.5,667.0,2
W59508,2,DIRECIONAL,977.0,12.25,1405.0,2
7790I9,1,DIRECIONAL,972.0,26.0,271.0,3
7790I9,2,DIRECIONAL,972.0,16.0,583.0,3
7790I9,3,DIRECIONAL,972.0,12.25,1180.0,3
58B9UR,1,VERTICAL,766.5,26.0,257.0,6
58B9UR,2,VERTICAL,766.5,16.0,669.0,6
58B9UR,3,VERTICAL,766.5,12.25,897.0,6
58B9UR,4,VERTICAL,766.5,8.46875,18.0,6
58B9UR,5,VERTICAL,766.5,8.5,42.0,6
58B9UR,6,VERTICAL,766.5,12.25,81.0,6
6XKYC0,1,DIRECIONAL,757.0,26.0,273.0,3
6XKYC0,2,DIRECIONAL,757.0,16.0,707.0,3
6XKYC0,3,DIRECIONAL,757.0,12.25,1322.0,3
D90WB1,1,DIRECIONAL,764.0,26.0,273.0,3
D90WB1,2,DIRECIONAL,764.0,16.0,705.0,3
D90WB1,3,DIRECIONAL,764.0,12.25,1406.0,3
C80VB2,1,DIRECIONAL,813.0,26.0,284.0,3
C80VB2,2,DIRECIONAL,813.0,16.0,700.0,3
C80VB2,3,DIRECIONAL,813.0,12.25,945.0,3
VDH4Z6,1,HORIZONTAL,829.0,12.25,670.0,2
VDH4Z6,2,HORIZONTAL,829.0,8.5,249.0,2
OMQL02,1,DIRECIONAL,929.0,17.5,745.0,2
OMQL02,2,DIRECIONAL,929.0,12.25,1195.0,2
431645,1,DIRECIONAL,928.0,26.0,269.0,3
431645,2,DIRECIONAL,928.0,16.0,677.0,3
431645,3,DIRECIONAL,928.0,12.25,1311.0,3
GP4W64,1,DIRECIONAL,938.0,26.0,281.0,3
GP4W64,2,DIRECIONAL,938.0,16.0,697.0,3
GP4W64,3,DIRECIONAL,938.0,12.25,1323.0,3
QCP243,1,HORIZONTAL,750.0,12.25,0.0,1
7PL48R,1,DIRECIONAL,723.0,26.0,231.0,3
7PL48R,2,DIRECIONAL,723.0,16.0,630.0,3
7PL48R,3,DIRECIONAL,723.0,12.25,1580.0,3
E1FU1B,1,DIRECIONAL,674.0,26.0,401.0,6
E1FU1B,2,DIRECIONAL,674.0,14.75,573.0,6
E1FU1B,3,DIRECIONAL,674.0,12.25,1147.0,6
E1FU1B,4,DIRECIONAL,674.0,8.5,10.0,6
E1FU1B,5,DIRECIONAL,674.0,8.46875,6.0,6
E1FU1B,6,DIRECIONAL,674.0,8.5,433.0,6
YRUK98,1,VERTICAL,777.0,26.0,413.0,3
YRUK98,2,VERTICAL,777.0,14.75,1268.0,3
YRUK98,3,VERTICAL,777.0,8.5,430.0,3
72366Y,1,HORIZONTAL,780.0,26.0,235.0,4
72366Y,2,HORIZONTAL,780.0,16.0,649.0,4
72366Y,3,HORIZONTAL,780.0,12.25,1474.0,4
72366Y,4,HORIZONTAL,780.0,8.5,242.0,4
634CK7,1,DIRECIONAL,770.0,26.0,246.0,3
634CK7,2,DIRECIONAL,770.0,16.0,977.0,3
634CK7,3,DIRECIONAL,770.0,12.25,1670.0,3
W304H0,1,0,1998.0,36.0,103.0,2
W304H0,2,0,1998.0,26.0,831.0,2
Q809P6,2,0,1998.0,26.0,159.0,1
A8R0OP,1,VERTICAL,2011.0,42.0,79.0,4
A8R0OP,2,VERTICAL,2011.0,28.0,943.0,4
A8R0OP,4,VERTICAL,2011.0,12.25,417.0,4
4OJMRH,1,DIRECIONAL,1959.0,42.0,91.0,2
4OJMRH,2,DIRECIONAL,1959.0,28.0,1573.0,2
9P71RA,1,DIRECIONAL,1957.0,42.0,92.0,4
9P71RA,2,DIRECIONAL,1957.0,28.0,433.0,4
9P71RA,3,DIRECIONAL,1957.0,22.0,676.0,4
9P71RA,4,DIRECIONAL,1957.0,16.0,3.0,4
P3WC19,1,VERTICAL,1960.0,42.0,91.0,4
P3WC19,2,VERTICAL,1960.0,26.0,1311.0,4
P3WC19,3,VERTICAL,1960.0,16.0,1603.0,4
P3WC19,4,VERTICAL,1960.0,16.0,203.0,4
IG771V,2,0,1960.0,12.25,224.0,3
IG771V,3,0,1960.0,16.0,510.0,3
IG771V,4,0,1960.0,12.25,251.0,3
GM0OF5,1,HORIZONTAL,488.0,8.5,1395.0,1
7QF91E,1,HORIZONTAL,484.0,36.0,61.0,4
7QF91E,2,HORIZONTAL,484.0,17.5,1191.0,4
7QF91E,4,HORIZONTAL,484.0,8.5,1269.0,4
OD783N,4,HORIZONTAL,472.0,8.5,1115.0,1
K70BQK,4,HORIZONTAL,472.0,8.5,1338.0,1
BA96XR,1,HORIZONTAL,478.0,36.0,86.0,5
BA96XR,2,HORIZONTAL,478.0,26.0,745.0,5
BA96XR,3,HORIZONTAL,478.0,17.5,1006.0,5
BA96XR,5,HORIZONTAL,478.0,8.5,1025.0,5
D2DYF6,1,HORIZONTAL,478.0,8.5,974.0,1
M0Z8HD,1,HORIZONTAL,477.0,8.5,1264.0,1
634XNT,1,HORIZONTAL,483.0,8.5,1443.0,1
OJA798,1,HORIZONTAL,495.0,8.5,1535.0,1
Q4K3QY,1,DIRECIONAL,170.0,26.0,286.0,4
Q4K3QY,2,DIRECIONAL,170.0,17.5,1602.0,4
Q4K3QY,3,DIRECIONAL,170.0,12.25,856.0,4
Q4K3QY,4,DIRECIONAL,170.0,8.5,810.0,4
VAJTV0,1,DIRECIONAL,170.0,26.0,288.0,4
VAJTV0,2,DIRECIONAL,170.0,17.5,1650.0,4
VAJTV0,3,DIRECIONAL,170.0,12.25,722.0,4
VAJTV0,4,DIRECIONAL,170.0,8.5,692.0,4
5GJ2ZS,1,DIRECIONAL,170.0,26.0,204.0,6
5GJ2ZS,2,DIRECIONAL,170.0,17.5,1469.0,6
5GJ2ZS,3,DIRECIONAL,170.0,12.25,812.0,6
5GJ2ZS,4,DIRECIONAL,170.0,8.5,497.0,6
5GJ2ZS,5,DIRECIONAL,170.0,8.46875,24.0,6
5GJ2ZS,6,DIRECIONAL,170.0,8.5,214.0,6
77XAWR,1,DIRECIONAL,170.0,12.25,909.0,2
77XAWR,2,DIRECIONAL,170.0,8.5,638.0,2
83849E,1,DIRECIONAL,170.0,26.0,200.0,5
83849E,2,DIRECIONAL,170.0,17.5,1632.0,5
83849E,3,DIRECIONAL,170.0,12.25,1088.0,5
83849E,4,DIRECIONAL,170.0,8.5,81.0,5
83849E,5,DIRECIONAL,170.0,6.5,635.0,5
D53N15,1,DIRECIONAL,170.0,26.0,198.0,8
D53N15,2,DIRECIONAL,170.0,17.5,171.0,8
D53N15,3,DIRECIONAL,170.0,26.0,2.0,8
D53N15,4,DIRECIONAL,170.0,17.5,1266.0,8
D53N15,5,DIRECIONAL,170.0,12.25,1074.0,8
D53N15,6,DIRECIONAL,170.0,8.5,439.0,8
D53N15,7,DIRECIONAL,170.0,8.46875,18.0,8
D53N15,8,DIRECIONAL,170.0,8.5,212.0,8
AVPXL5,1,DIRECIONAL,170.0,26.0,198.0,6
AVPXL5,2,DIRECIONAL,170.0,17.5,1456.0,6
AVPXL5,3,DIRECIONAL,170.0,12.25,771.0,6
AVPXL5,4,DIRECIONAL,170.0,8.5,455.0,6
