,Nome do Poço,Fase,Tipo Poço,LDA (Lâmina D'Água),Diâmetro Fase,Metragem,NFases
6062,37FB6K,3,HORIZONTAL,1166.0,12 1/4  ,1042.0,4
6063,37FB6K,4,HORIZONTAL,1166.0,8 1/2   ,826.0,4
6064,DO82O8,1,HORIZONTAL,1504.0,36      ,61.0,5
6065,DO82O8,2,HORIZONTAL,1504.0,26      ,499.0,5
6066,DO82O8,3,HORIZONTAL,1504.0,16      ,451.0,5
6067,DO82O8,4,HORIZONTAL,1504.0,12 1/4  ,714.0,5
6068,DO82O8,5,HORIZONTAL,1504.0,8 1/2   ,617.0,5
6069,8Y76FC,1,HORIZONTAL,1039.0,17 1/2  ,1004.0,3
6070,8Y76FC,2,HORIZONTAL,1039.0,12 1/4  ,1010.0,3
6071,8Y76FC,3,HORIZONTAL,1039.0,8 1/2   ,579.0,3
6072,3DE77S,1,HORIZONTAL,1210.0,17 1/2  ,1054.0,3
6073,3DE77S,2,HORIZONTAL,1210.0,12 1/4  ,856.0,3
6074,3DE77S,3,HORIZONTAL,1210.0,8 1/2   ,816.0,3
6075,X1G246,1,HORIZONTAL,1008.0,12 1/4  ,965.0,1
6076,488R45,1,HORIZONTAL,1008.0,12 1/4  ,904.0,2
6077,488R45,2,HORIZONTAL,1008.0,8 1/2   ,564.0,2
6078,R5PT4K,1,HORIZONTAL,1008.0,8 1/2   ,468.0,1
6079,UHDB3F,1,HORIZONTAL,1179.0,12 1/4  ,635.0,2
6080,UHDB3F,2,HORIZONTAL,1179.0,8 1/2   ,541.0,2
6081,95SJ7B,1,HORIZONTAL,1195.0,17 1/2  ,932.0,2
6082,95SJ7B,2,HORIZONTAL,1195.0,12 1/4  ,1091.0,2
6083,5BAIZ4,1,HORIZONTAL,1195.0,12 1/4  ,348.0,2
6084,5BAIZ4,2,HORIZONTAL,1195.0,8 1/2   ,606.0,2
6085,C523PQ,1,HORIZONTAL,1187.0,12 1/4  ,218.0,2
6086,C523PQ,2,HORIZONTAL,1187.0,8 1/2   ,883.0,2
6087,Y7E2N1,1,HORIZONTAL,1283.0,12 1/4  ,218.0,2
6088,Y7E2N1,2,HORIZONTAL,1283.0,8 1/2   ,704.0,2
6089,IZHW4P,1,HORIZONTAL,1322.0,17 1/2  ,938.0,3
6090,IZHW4P,2,HORIZONTAL,1322.0,12 1/4  ,934.0,3
6091,IZHW4P,3,HORIZONTAL,1322.0,8 1/2   ,372.0,3
6092,14BO29,1,HORIZONTAL,1368.0,12 1/4  ,182.0,2
6093,14BO29,2,HORIZONTAL,1368.0,8 1/2   ,558.0,2
6094,4RH5R5,1,HORIZONTAL,1230.0,12 1/4  ,385.0,2
6095,4RH5R5,2,HORIZONTAL,1230.0,8 1/2   ,655.0,2
6096,8Q2B48,1,HORIZONTAL,1544.0,36      ,62.0,4
6097,8Q2B48,2,HORIZONTAL,1544.0,17 1/2  ,752.0,4
6098,8Q2B48,3,HORIZONTAL,1544.0,14 3/4  ,1634.0,4
6099,8Q2B48,4,HORIZONTAL,1544.0,9 1/2   ,587.0,4
6100,O83TNM,1,HORIZONTAL,1571.0,30      ,22.0,7
6101,O83TNM,2,HORIZONTAL,1571.0,36      ,184.0,7
6102,O83TNM,3,HORIZONTAL,1571.0,42      ,12.0,7
6103,O83TNM,4,HORIZONTAL,1571.0,36      ,14.0,7
6104,O83TNM,5,HORIZONTAL,1571.0,17 1/2  ,788.0,7
6105,O83TNM,6,HORIZONTAL,1571.0,14 3/4  ,1212.0,7
6106,O83TNM,7,HORIZONTAL,1571.0,9 1/2   ,720.0,7
6107,F7Z150,1,HORIZONTAL,1735.0,14 3/4  ,623.0,2
6108,F7Z150,2,HORIZONTAL,1735.0,9 1/2   ,520.0,2
6109,A0F2GC,1,HORIZONTAL,1229.0,14 3/4  ,269.0,2
6110,A0F2GC,2,HORIZONTAL,1229.0,9 1/2   ,672.0,2
6111,104S01,1,HORIZONTAL,1081.0,12 1/4  ,982.0,2
6112,104S01,2,HORIZONTAL,1081.0,8 1/2   ,340.0,2
6113,YGU2R9,1,HORIZONTAL,1081.0,8 1/2   ,380.0,1
6114,P2R3RX,1,HORIZONTAL,1052.0,12 1/4  ,259.0,2
6115,P2R3RX,2,HORIZONTAL,1052.0,8 1/2   ,499.0,2
6116,F2NK1E,1,HORIZONTAL,1020.0,12 1/4  ,425.0,2
6117,F2NK1E,2,HORIZONTAL,1020.0,8 1/2   ,69.0,2
6118,YZDYQ7,1,HORIZONTAL,1020.0,8 1/2   ,549.0,1
6119,K2MI1J,1,HORIZONTAL,1020.0,8 1/2   ,327.0,1
6120,I38II0,1,DIRECIONAL,1230.0,42      ,61.0,5
6121,I38II0,2,DIRECIONAL,1230.0,28      ,755.0,5
6122,I38II0,3,DIRECIONAL,1230.0,16 1/2  ,1803.0,5
6123,I38II0,4,DIRECIONAL,1230.0,12 1/4  ,601.0,5
6124,I38II0,5,DIRECIONAL,1230.0,8 1/2   ,543.0,5
6125,933F0Q,1,HORIZONTAL,1464.0,14 3/4  ,484.0,2
6126,933F0Q,2,HORIZONTAL,1464.0,9 1/2   ,694.0,2
6127,215152,1,HORIZONTAL,1501.0,14 3/4  ,344.0,2
6128,215152,2,HORIZONTAL,1501.0,9 1/2   ,666.0,2
6129,6FW3D9,3,HORIZONTAL,1840.0,14 3/4  ,464.0,2
6130,6FW3D9,4,HORIZONTAL,1840.0,9 1/2   ,418.0,2
6131,05Q265,3,HORIZONTAL,1804.0,14 3/4  ,374.0,2
6132,05Q265,4,HORIZONTAL,1804.0,9 1/2   ,557.0,2
6133,6IN91K,1,HORIZONTAL,1740.0,36      ,60.0,4
6134,6IN91K,2,HORIZONTAL,1740.0,20      ,653.0,4
6135,6IN91K,3,HORIZONTAL,1740.0,14 3/4  ,712.0,4
6136,6IN91K,4,HORIZONTAL,1740.0,9 1/2   ,824.0,4
6137,DIH342,1,HORIZONTAL,1093.0,12 1/4  ,446.0,2
6138,DIH342,2,HORIZONTAL,1093.0,8 1/2   ,814.0,2
6139,9B9732,1,HORIZONTAL,1395.0,36      ,60.0,3
6140,9B9732,2,HORIZONTAL,1395.0,17 1/2  ,810.0,3
6141,9B9732,3,HORIZONTAL,1395.0,12 1/4  ,236.0,3
6142,A406JZ,3,HORIZONTAL,1395.0,12 1/4  ,1035.0,2
6143,A406JZ,4,HORIZONTAL,1395.0,8 1/2   ,580.0,2
6144,HQ8517,1,HORIZONTAL,1332.0,36      ,61.0,1
6145,T98O75,1,HORIZONTAL,1329.0,36      ,118.0,4
6146,T98O75,2,HORIZONTAL,1329.0,20      ,810.0,4
6147,T98O75,3,HORIZONTAL,1329.0,14 3/4  ,1050.0,4
6148,T98O75,4,HORIZONTAL,1329.0,9 1/2   ,732.0,4
6149,1EIY39,1,HORIZONTAL,1283.0,36      ,60.0,4
6150,1EIY39,2,HORIZONTAL,1283.0,20      ,856.0,4
6151,1EIY39,3,HORIZONTAL,1283.0,14 3/4  ,1273.0,4
6152,1EIY39,4,HORIZONTAL,1283.0,9 1/2   ,433.0,4
6153,0X860X,3,HORIZONTAL,1889.0,12 1/4  ,382.0,2
6154,0X860X,4,HORIZONTAL,1889.0,8 1/2   ,764.0,2
6155,O780UI,4,HORIZONTAL,1889.0,8 1/2   ,370.0,1
6156,N41Q4V,5,HORIZONTAL,1204.0,8 1/2   ,493.0,1
6157,H9LEK3,5,HORIZONTAL,1204.0,8 1/2   ,529.0,1
6158,Z1MCV6,1,HORIZONTAL,922.0,12 1/4  ,1299.0,2
6159,Z1MCV6,2,HORIZONTAL,922.0,8 1/2   ,604.0,2
6160,4KQO7R,1,HORIZONTAL,1552.0,36      ,61.0,5
6161,4KQO7R,2,HORIZONTAL,1552.0,26      ,497.0,5
6162,4KQO7R,3,HORIZONTAL,1552.0,16      ,444.0,5
6163,4KQO7R,4,HORIZONTAL,1552.0,14 3/4  ,1115.0,5
6164,4KQO7R,5,HORIZONTAL,1552.0,9 1/2   ,680.0,5
6165,2CJ4FV,5,HORIZONTAL,1552.0,9 1/2   ,969.0,1
6166,0KE6X1,3,HORIZONTAL,1066.0,12 1/4  ,650.0,2
6167,0KE6X1,4,HORIZONTAL,1066.0,8 1/2   ,623.0,2
6168,14F37L,2,HORIZONTAL,948.0,17 1/2  ,838.0,4
6169,14F37L,3,HORIZONTAL,948.0,12 1/4  ,1412.0,4
6170,14F37L,4,HORIZONTAL,948.0,8 1/2   ,0.0,4
6171,14F37L,5,HORIZONTAL,948.0,8 1/2   ,750.0,4
6172,7WEN1Q,5,HORIZONTAL,948.0,8 1/2   ,863.0,1
6173,S3OKSL,1,DIRECIONAL,1190.0,42      ,61.0,5
6174,S3OKSL,2,DIRECIONAL,1190.0,28      ,753.0,5
6175,S3OKSL,3,DIRECIONAL,1190.0,16      ,1652.0,5
6176,S3OKSL,4,DIRECIONAL,1190.0,12 1/4  ,885.0,5
6177,S3OKSL,5,DIRECIONAL,1190.0,8 1/2   ,458.0,5
6178,Y497O0,3,HORIZONTAL,1262.0,12 1/4  ,889.0,2
6179,Y497O0,4,HORIZONTAL,1262.0,8 1/2   ,857.0,2
6180,WFO80Y,4,HORIZONTAL,1262.0,8 1/2   ,659.0,1
6181,TU4GR7,1,DIRECIONAL,1152.0,42      ,62.0,5
6182,TU4GR7,2,DIRECIONAL,1152.0,28      ,763.0,5
6183,TU4GR7,3,DIRECIONAL,1152.0,16 1/2  ,1532.0,5
6184,TU4GR7,4,DIRECIONAL,1152.0,12 1/4  ,625.0,5
6185,TU4GR7,5,DIRECIONAL,1152.0,8 1/2   ,940.0,5
6186,B34060,1,HORIZONTAL,1173.0,12 1/4  ,1103.0,2
6187,B34060,2,HORIZONTAL,1173.0,8 1/2   ,592.0,2
6188,2U821E,1,HORIZONTAL,1055.0,17 1/2  ,814.0,3
6189,2U821E,2,HORIZONTAL,1055.0,12 1/4  ,975.0,3
6190,2U821E,3,HORIZONTAL,1055.0,8 1/2   ,515.0,3
6191,J32964,1,HORIZONTAL,1005.0,17 1/2  ,831.0,3
6192,J32964,2,HORIZONTAL,1005.0,12 1/4  ,972.0,3
6193,J32964,3,HORIZONTAL,1005.0,8 1/2   ,519.0,3
6194,5LH00L,1,HORIZONTAL,1024.0,17 1/2  ,759.0,3
6195,5LH00L,2,HORIZONTAL,1024.0,12 1/4  ,1194.0,3
6196,5LH00L,3,HORIZONTAL,1024.0,8 1/2   ,1143.0,3
6197,K3H5Z6,1,HORIZONTAL,980.0,12 1/4  ,1183.0,2
6198,K3H5Z6,2,HORIZONTAL,980.0,8 1/2   ,601.0,2
6199,F6E058,1,HORIZONTAL,934.0,12 1/4  ,851.0,2
6200,F6E058,2,HORIZONTAL,934.0,8 1/2   ,474.0,2
6201,QZM3LW,1,HORIZONTAL,1270.0,12 1/4  ,944.0,2
6202,QZM3LW,2,HORIZONTAL,1270.0,8 1/2   ,228.0,2
6203,D4P5MH,1,HORIZONTAL,1270.0,8 1/2   ,609.0,1
6204,JJC6J0,1,HORIZONTAL,1270.0,12 1/4  ,973.0,2
6205,JJC6J0,2,HORIZONTAL,1270.0,8 1/2   ,536.0,2
6206,5BTBV3,1,HORIZONTAL,1214.0,26      ,476.0,4
6207,5BTBV3,2,HORIZONTAL,1214.0,16      ,790.0,4
6208,5BTBV3,3,HORIZONTAL,1214.0,12 1/4  ,3602.0,4
6209,5BTBV3,4,HORIZONTAL,1214.0,8 1/2   ,506.0,4
6210,9XQ3NP,1,HORIZONTAL,1273.0,17 1/2  ,880.0,2
6211,9XQ3NP,2,HORIZONTAL,1273.0,12 1/4  ,1610.0,2
6212,VI4RW9,1,HORIZONTAL,1273.0,8 1/2   ,560.0,1
6213,6B3307,1,HORIZONTAL,1142.0,8 1/2   ,778.0,1
6214,V959XU,1,HORIZONTAL,937.0,12 1/4  ,62.0,2
6215,V959XU,2,HORIZONTAL,937.0,8 1/2   ,579.0,2
6216,Y7WHX2,1,HORIZONTAL,1037.0,26      ,63.0,3
6217,Y7WHX2,2,HORIZONTAL,1037.0,14 3/4  ,1229.0,3
6218,Y7WHX2,3,HORIZONTAL,1037.0,8 1/2   ,936.0,3
6219,MM28H0,1,HORIZONTAL,1037.0,8 1/2   ,1052.0,1
6220,3QQP62,1,HORIZONTAL,1075.0,12 1/4  ,1106.0,2
6221,3QQP62,2,HORIZONTAL,1075.0,8 1/2   ,1128.0,2
6222,V6Y6Q9,1,HORIZONTAL,1111.0,12 1/4  ,0.0,1
6223,2J4FS5,1,HORIZONTAL,1111.0,12 1/4  ,899.0,2
6224,2J4FS5,2,HORIZONTAL,1111.0,8 1/2   ,726.0,2
6225,KJXZK5,1,HORIZONTAL,1255.0,12 1/4  ,925.0,2
6226,KJXZK5,2,HORIZONTAL,1255.0,8 1/2   ,680.0,2
6227,2023Q7,1,HORIZONTAL,1222.0,8 1/2   ,1113.0,1
6228,9E7725,1,HORIZONTAL,1222.0,8 1/2   ,877.0,1
6229,TT9KQ0,1,HORIZONTAL,1044.0,12 1/4  ,479.0,2
6230,TT9KQ0,2,HORIZONTAL,1044.0,8 1/2   ,586.0,2
6231,51VP4R,1,HORIZONTAL,1130.0,12 1/4  ,114.0,2
6232,51VP4R,2,HORIZONTAL,1130.0,8 1/2   ,824.0,2
6233,RDC36S,1,HORIZONTAL,1234.0,17 1/2  ,877.0,3
6234,RDC36S,2,HORIZONTAL,1234.0,12 1/4  ,938.0,3
6235,RDC36S,3,HORIZONTAL,1234.0,8 1/2   ,604.0,3
6236,MN9X2U,1,HORIZONTAL,1326.0,12 1/4  ,563.0,2
6237,MN9X2U,2,HORIZONTAL,1326.0,8 1/2   ,401.0,2
6238,D84M2J,1,HORIZONTAL,1277.0,12 1/4  ,205.0,2
6239,D84M2J,2,HORIZONTAL,1277.0,8 1/2   ,552.0,2
6240,59W997,1,DIRECIONAL,110.0,26      ,365.0,4
6241,59W997,2,DIRECIONAL,110.0,17 1/2  ,1185.0,4
6242,59W997,3,DIRECIONAL,110.0,12 1/4  ,857.0,4
6243,59W997,4,DIRECIONAL,110.0,8 1/2   ,469.0,4
6244,J1L1AV,1,HORIZONTAL,118.0,8 1/2   ,376.0,1
6245,FM97H2,1,HORIZONTAL,118.0,8 1/2   ,343.0,1
6246,2L5U9H,1,VERTICAL,689.0,26      ,352.0,3
6247,2L5U9H,2,VERTICAL,689.0,14 3/4  ,1475.0,3
6248,2L5U9H,3,VERTICAL,689.0,8 1/2   ,314.0,3
6249,2S2IL1,1,HORIZONTAL,1014.0,17 1/2  ,971.0,3
6250,2S2IL1,2,HORIZONTAL,1014.0,12 1/4  ,995.0,3
6251,2S2IL1,3,HORIZONTAL,1014.0,8 1/2   ,306.0,3
6252,Y2SG9R,1,DIRECIONAL,871.0,26      ,235.0,3
6253,Y2SG9R,2,DIRECIONAL,871.0,16      ,932.0,3
6254,Y2SG9R,3,DIRECIONAL,871.0,12 1/4  ,1585.0,3
6255,K0DTI8,1,HORIZONTAL,880.0,17 1/2  ,804.0,3
6256,K0DTI8,2,HORIZONTAL,880.0,12 1/4  ,1353.0,3
6257,K0DTI8,3,HORIZONTAL,880.0,8 1/2   ,269.0,3
6258,4NAB9K,1,VERTICAL,945.0,17 1/2  ,830.0,4
6259,4NAB9K,2,VERTICAL,945.0,12 1/4  ,861.0,4
6260,4NAB9K,3,VERTICAL,945.0,8 15/32 ,70.0,4
6261,4NAB9K,4,VERTICAL,945.0,12 1/4  ,143.0,4
6262,DX44LH,1,DIRECIONAL,950.0,17 1/2  ,839.0,2
6263,DX44LH,2,DIRECIONAL,950.0,12 1/4  ,1453.0,2
6264,46041E,1,HORIZONTAL,897.0,17 1/2  ,826.0,3
6265,46041E,2,HORIZONTAL,897.0,12 1/4  ,1245.0,3
6266,46041E,3,HORIZONTAL,897.0,8 1/2   ,243.0,3
6267,5K347X,1,HORIZONTAL,770.0,17 1/2  ,916.0,3
6268,5K347X,2,HORIZONTAL,770.0,12 1/4  ,1153.0,3
6269,5K347X,3,HORIZONTAL,770.0,8 1/2   ,240.0,3
6270,9B6Q81,1,DIRECIONAL,930.0,26      ,244.0,3
6271,9B6Q81,2,DIRECIONAL,930.0,16      ,704.0,3
6272,9B6Q81,3,DIRECIONAL,930.0,12 1/4  ,1380.0,3
6273,R16Q2J,1,HORIZONTAL,811.0,26      ,232.0,4
6274,R16Q2J,2,HORIZONTAL,811.0,16      ,690.0,4
6275,R16Q2J,3,HORIZONTAL,811.0,12 1/4  ,1259.0,4
6276,R16Q2J,4,HORIZONTAL,811.0,8 1/2   ,288.0,4
6277,E96DRP,1,HORIZONTAL,977.0,17 1/2  ,792.0,5
6278,E96DRP,2,HORIZONTAL,977.0,12 1/4  ,1234.0,5
6279,E96DRP,3,HORIZONTAL,977.0,8 1/2   ,118.0,5
6280,E96DRP,4,HORIZONTAL,977.0,8 15/32 ,4.0,5
6281,E96DRP,5,HORIZONTAL,977.0,8 1/2   ,197.0,5
6282,X96U73,1,HORIZONTAL,836.0,17 1/2  ,942.0,3
6283,X96U73,2,HORIZONTAL,836.0,12 1/4  ,1418.0,3
6284,X96U73,3,HORIZONTAL,836.0,8 1/2   ,152.0,3
6285,14A761,1,VERTICAL,975.0,26      ,350.0,6
6286,14A761,2,VERTICAL,975.0,14 3/4  ,20.0,6
6287,14A761,3,VERTICAL,975.0,17 1/2  ,458.0,6
6288,14A761,4,VERTICAL,975.0,12 1/4  ,935.0,6
6289,14A761,5,VERTICAL,975.0,8 15/32 ,7.0,6
6290,14A761,6,VERTICAL,975.0,12 1/4  ,105.0,6
6291,RI724A,1,HORIZONTAL,888.0,12 1/4  ,235.0,2
6292,RI724A,2,HORIZONTAL,888.0,8 1/2   ,240.0,2
6293,1K4PT7,1,HORIZONTAL,1020.0,12 1/4  ,198.0,2
6294,1K4PT7,2,HORIZONTAL,1020.0,8 1/2   ,192.0,2
6295,UISSVR,1,HORIZONTAL,982.0,12 1/4  ,300.0,2
6296,UISSVR,2,HORIZONTAL,982.0,8 1/2   ,329.0,2
6297,04WUQQ,1,HORIZONTAL,822.0,17 1/2  ,892.0,2
6298,04WUQQ,2,HORIZONTAL,822.0,12 1/4  ,1462.0,2
6299,900A2O,1,HORIZONTAL,822.0,12 1/4  ,361.0,1
6300,E7796Y,1,HORIZONTAL,822.0,12 1/4  ,504.0,2
6301,E7796Y,2,HORIZONTAL,822.0,8 1/2   ,205.0,2
6302,9815Y6,1,HORIZONTAL,816.0,12 1/4  ,1527.0,2
6303,9815Y6,2,HORIZONTAL,816.0,8 1/2   ,245.0,2
6304,0P471O,1,HORIZONTAL,816.0,12 1/4  ,1202.0,2
6305,0P471O,2,HORIZONTAL,816.0,8 1/2   ,240.0,2
6306,B9J04G,1,VERTICAL,895.0,26      ,347.0,5
6307,B9J04G,2,VERTICAL,895.0,14 3/4  ,554.0,5
6308,B9J04G,3,VERTICAL,895.0,12 1/4  ,942.0,5
6309,B9J04G,4,VERTICAL,895.0,8 15/32 ,30.0,5
6310,B9J04G,5,VERTICAL,895.0,12 1/4  ,115.0,5
6311,BX067A,1,HORIZONTAL,841.0,12 1/4  ,1214.0,2
6312,BX067A,2,HORIZONTAL,841.0,8 1/2   ,318.0,2
6313,RY2TK3,1,HORIZONTAL,880.0,12 1/4  ,230.0,2
6314,RY2TK3,2,HORIZONTAL,880.0,8 1/2   ,270.0,2
6315,68J5HP,1,HORIZONTAL,1018.0,12 1/4  ,357.0,2
6316,68J5HP,2,HORIZONTAL,1018.0,8 1/2   ,372.0,2
6317,Z244A9,1,HORIZONTAL,953.0,12 1/4  ,1215.0,2
6318,Z244A9,2,HORIZONTAL,953.0,8 1/2   ,427.0,2
6319,927X6V,1,VERTICAL,880.0,26      ,365.0,3
6320,927X6V,2,VERTICAL,880.0,17 1/2  ,535.0,3
6321,927X6V,3,VERTICAL,880.0,12 1/4  ,1062.0,3
6322,KYKRP2,1,HORIZONTAL,864.0,12 1/4  ,1173.0,2
6323,KYKRP2,2,HORIZONTAL,864.0,8 1/2   ,377.0,2
6324,CA7MKL,1,HORIZONTAL,840.0,17 1/2  ,856.0,3
6325,CA7MKL,2,HORIZONTAL,840.0,12 1/4  ,1266.0,3
6326,CA7MKL,3,HORIZONTAL,840.0,8 1/2   ,244.0,3
6327,DT1EHX,1,HORIZONTAL,840.0,8 1/2   ,252.0,1
6328,T88YA6,1,HORIZONTAL,962.0,30      ,32.0,4
6329,T88YA6,2,HORIZONTAL,962.0,17 1/2  ,844.0,4
6330,T88YA6,3,HORIZONTAL,962.0,12 1/4  ,1271.0,4
6331,T88YA6,4,HORIZONTAL,962.0,8 1/2   ,373.0,4
6332,V88W55,1,HORIZONTAL,900.0,12 1/4  ,1987.0,2
6333,V88W55,2,HORIZONTAL,900.0,8 1/2   ,328.0,2
6334,L58LHB,1,HORIZONTAL,892.0,12 1/4  ,0.0,4
6335,L58LHB,2,HORIZONTAL,892.0,16      ,758.0,4
6336,L58LHB,3,HORIZONTAL,892.0,12 1/4  ,1595.0,4
6337,L58LHB,4,HORIZONTAL,892.0,8 1/2   ,412.0,4
6338,6UL779,1,HORIZONTAL,954.0,12 1/4  ,347.0,2
6339,6UL779,2,HORIZONTAL,954.0,8 1/2   ,391.0,2
6340,Y2B3M7,1,HORIZONTAL,867.0,12 1/4  ,1175.0,2
6341,Y2B3M7,2,HORIZONTAL,867.0,8 1/2   ,402.0,2
6342,PA2VRS,1,HORIZONTAL,938.0,12 1/4  ,1156.0,2
6343,PA2VRS,2,HORIZONTAL,938.0,8 1/2   ,376.0,2
6344,Y65FPZ,1,HORIZONTAL,962.0,14 3/4  ,1227.0,2
6345,Y65FPZ,2,HORIZONTAL,962.0,9 1/2   ,678.0,2
6346,B155O1,1,HORIZONTAL,922.0,12 1/4  ,1646.0,2
6347,B155O1,2,HORIZONTAL,922.0,8 1/2   ,528.0,2
6348,4026J9,1,HORIZONTAL,1026.0,12 1/4  ,1211.0,2
6349,4026J9,2,HORIZONTAL,1026.0,8 1/2   ,754.0,2
6350,3E3JM1,1,HORIZONTAL,704.0,12 1/4  ,1600.0,2
6351,3E3JM1,2,HORIZONTAL,704.0,8 1/2   ,364.0,2
6352,I7WCL0,1,DIRECIONAL,880.0,26      ,337.0,3
6353,I7WCL0,2,DIRECIONAL,880.0,17 1/2  ,567.0,3
6354,I7WCL0,3,DIRECIONAL,880.0,12 1/4  ,1204.0,3
6355,RHGU0R,1,VERTICAL,938.0,26      ,368.0,3
6356,RHGU0R,2,VERTICAL,938.0,14 3/4  ,488.0,3
6357,RHGU0R,3,VERTICAL,938.0,12 1/4  ,1006.0,3
6358,0L39C2,1,HORIZONTAL,788.0,12 1/4  ,1112.0,2
6359,0L39C2,2,HORIZONTAL,788.0,8 1/2   ,732.0,2
6360,71YZND,1,HORIZONTAL,871.0,12 1/4  ,730.0,2
6361,71YZND,2,HORIZONTAL,871.0,8 1/2   ,663.0,2
6362,36MWVP,1,HORIZONTAL,871.0,8 1/2   ,632.0,1
6363,F753R1,1,HORIZONTAL,977.0,12 1/4  ,112.0,2
6364,F753R1,2,HORIZONTAL,977.0,8 1/2   ,526.0,2
6365,E77007,1,HORIZONTAL,735.0,12 1/4  ,1411.0,1
6366,F3R994,1,HORIZONTAL,735.0,12 1/4  ,523.0,2
6367,F3R994,2,HORIZONTAL,735.0,8 1/2   ,457.0,2
6368,PB312Q,1,HORIZONTAL,715.0,12 1/4  ,217.0,2
6369,PB312Q,2,HORIZONTAL,715.0,8 1/2   ,145.0,2
6370,Q62E1X,1,HORIZONTAL,670.0,12 1/4  ,1038.0,1
6371,ZM4KWB,1,HORIZONTAL,670.0,12 1/4  ,881.0,2
6372,ZM4KWB,2,HORIZONTAL,670.0,8 1/2   ,367.0,2
6373,38PC9O,1,HORIZONTAL,680.0,8 1/2   ,190.0,1
6374,9BFH06,1,HORIZONTAL,680.0,8 1/2   ,414.0,1
6375,9IH60G,1,HORIZONTAL,830.0,30      ,34.0,4
6376,9IH60G,2,HORIZONTAL,830.0,17 1/2  ,953.0,4
6377,9IH60G,3,HORIZONTAL,830.0,12 1/4  ,1419.0,4
6378,9IH60G,4,HORIZONTAL,830.0,8 1/2   ,0.0,4
6379,CJ4TDL,1,HORIZONTAL,830.0,8 1/2   ,390.0,1
6380,67F056,1,HORIZONTAL,748.0,8 1/2   ,378.0,1
6381,7C88MS,1,HORIZONTAL,939.0,12 1/4  ,470.0,2
6382,7C88MS,2,HORIZONTAL,939.0,8 1/2   ,252.0,2
6383,SU1LR2,1,HORIZONTAL,892.0,12 1/4  ,213.0,2
6384,SU1LR2,2,HORIZONTAL,892.0,8 1/2   ,711.0,2
6385,7XF3J3,1,HORIZONTAL,787.0,8 1/2   ,360.0,1
6386,49R6EM,1,DIRECIONAL,880.0,26      ,338.0,3
6387,49R6EM,2,DIRECIONAL,880.0,17 1/2  ,561.0,3
6388,49R6EM,3,DIRECIONAL,880.0,12 1/4  ,1185.0,3
6389,AR3VO2,1,DIRECIONAL,727.0,30      ,33.0,4
6390,AR3VO2,2,DIRECIONAL,727.0,17 1/2  ,1024.0,4
6391,AR3VO2,3,DIRECIONAL,727.0,14 3/4  ,1137.0,4
6392,AR3VO2,4,DIRECIONAL,727.0,9 1/2   ,273.0,4
6393,N5BO21,1,DIRECIONAL,727.0,9 1/2   ,225.0,1
6394,6Q6LOI,1,HORIZONTAL,822.0,30      ,945.0,5
6395,6Q6LOI,2,HORIZONTAL,822.0,17 1/2  ,0.0,5
6396,6Q6LOI,3,HORIZONTAL,822.0,12 1/4  ,0.0,5
6397,6Q6LOI,4,HORIZONTAL,822.0,14 3/4  ,1153.0,5
6398,6Q6LOI,5,HORIZONTAL,822.0,9 1/2   ,317.0,5
6399,48GJZ8,1,HORIZONTAL,1040.0,30      ,37.0,4
6400,48GJZ8,2,HORIZONTAL,1040.0,17 1/2  ,711.0,4
6401,48GJZ8,3,HORIZONTAL,1040.0,12 1/4  ,905.0,4
6402,48GJZ8,4,HORIZONTAL,1040.0,8 1/2   ,1000.0,4
6403,CBSCP2,1,HORIZONTAL,947.0,12 1/4  ,376.0,2
6404,CBSCP2,2,HORIZONTAL,947.0,9       ,257.0,2
6405,T13E94,1,HORIZONTAL,669.0,30      ,32.0,2
6406,T13E94,2,HORIZONTAL,669.0,17 1/2  ,896.0,2
6407,609733,1,HORIZONTAL,668.0,30      ,31.0,4
6408,609733,2,HORIZONTAL,668.0,26      ,347.0,4
6409,609733,3,HORIZONTAL,668.0,16      ,375.0,4
6410,609733,4,HORIZONTAL,668.0,12 1/4  ,1688.0,4
6411,7XJS05,1,HORIZONTAL,668.0,12 1/4  ,821.0,2
6412,7XJS05,2,HORIZONTAL,668.0,8 1/2   ,498.0,2
6413,X2B5AP,1,HORIZONTAL,775.0,30      ,36.0,4
6414,X2B5AP,2,HORIZONTAL,775.0,17 1/2  ,878.0,4
6415,X2B5AP,3,HORIZONTAL,775.0,14 3/4  ,1520.0,4
6416,X2B5AP,4,HORIZONTAL,775.0,9 1/2   ,443.0,4
6417,M9QWL6,1,HORIZONTAL,777.0,30      ,33.0,4
6418,M9QWL6,2,HORIZONTAL,777.0,17 1/2  ,975.0,4
6419,M9QWL6,3,HORIZONTAL,777.0,12 1/4  ,1539.0,4
6420,M9QWL6,4,HORIZONTAL,777.0,8 1/2   ,453.0,4
6421,4C866J,1,HORIZONTAL,777.0,8 1/2   ,305.0,1
6422,8DT880,1,HORIZONTAL,777.0,8 1/2   ,248.0,1
6423,HEG4KQ,1,DIRECIONAL,594.0,26      ,340.0,3
6424,HEG4KQ,2,DIRECIONAL,594.0,14 3/4  ,924.0,3
6425,HEG4KQ,3,DIRECIONAL,594.0,12 1/4  ,889.0,3
6426,0N3ULU,4,HORIZONTAL,875.0,9 1/2   ,270.0,1
