,Nome do Poço,Fase,Tipo Poço,LDA (Lâmina D'Água),Diâmetro Fase,Metragem,NFases
2309,5O1472,6,VERTICAL,69.0,8 15/32 ,9.0,8
2310,5O1472,7,VERTICAL,69.0,12 1/4  ,540.0,8
2311,5O1472,8,VERTICAL,69.0,8 1/2   ,0.0,8
2312,87NQ41,1,VERTICAL,1424.0,36      ,47.0,3
2313,87NQ41,2,VERTICAL,1424.0,17 1/2  ,696.0,3
2314,87NQ41,3,VERTICAL,1424.0,12 1/4  ,822.0,3
2315,9Y3C1K,1,VERTICAL,1544.0,36      ,51.0,3
2316,9Y3C1K,2,VERTICAL,1544.0,17 1/2  ,894.0,3
2317,9Y3C1K,3,VERTICAL,1544.0,12 1/4  ,1405.0,3
2318,65R752,1,VERTICAL,1568.0,36      ,48.5,2
2319,65R752,2,VERTICAL,1568.0,26      ,443.5,2
2320,8Z06K4,1,VERTICAL,1566.0,36      ,49.0,5
2321,8Z06K4,2,VERTICAL,1566.0,26      ,1012.0,5
2322,8Z06K4,3,VERTICAL,1566.0,16      ,1298.0,5
2323,8Z06K4,4,VERTICAL,1566.0,12 1/4  ,823.0,5
2324,8Z06K4,5,VERTICAL,1566.0,8 1/2   ,0.0,5
2325,WXNOZ1,2,VERTICAL,1320.0,17 1/2  ,654.0,3
2326,WXNOZ1,3,VERTICAL,1320.0,12 1/4  ,746.0,3
2327,WXNOZ1,4,VERTICAL,1320.0,8 1/2   ,0.0,3
2328,4N2GK8,1,VERTICAL,151.0,36      ,63.0,1
2329,A985I2,1,VERTICAL,150.0,36      ,63.0,5
2330,A985I2,2,VERTICAL,150.0,26      ,490.0,5
2331,A985I2,3,VERTICAL,150.0,17 1/2  ,1505.0,5
2332,A985I2,4,VERTICAL,150.0,12 1/4  ,2210.0,5
2333,A985I2,5,VERTICAL,150.0,8 1/2   ,1066.0,5
2334,3S93B9,1,VERTICAL,115.0,26      ,68.0,3
2335,3S93B9,2,VERTICAL,115.0,17 1/2  ,807.0,3
2336,3S93B9,3,VERTICAL,115.0,12 1/4  ,1815.0,3
2337,LQPBTA,1,VERTICAL,109.0,26      ,372.0,3
2338,LQPBTA,2,VERTICAL,109.0,12 1/4  ,1608.0,3
2339,LQPBTA,3,VERTICAL,109.0,8 1/2   ,281.0,3
2340,4617SL,1,VERTICAL,118.0,26      ,369.0,5
2341,4617SL,2,VERTICAL,118.0,17 1/2  ,1196.0,5
2342,4617SL,3,VERTICAL,118.0,12 1/4  ,635.0,5
2343,4617SL,4,VERTICAL,118.0,8 15/32 ,54.0,5
2344,4617SL,5,VERTICAL,118.0,12 1/4  ,101.0,5
2345,2EXRH2,1,DIRECIONAL,118.0,12 1/4  ,1116.0,2
2346,2EXRH2,2,DIRECIONAL,118.0,8 1/2   ,424.0,2
2347,42W5HO,1,VERTICAL,2174.0,36      ,84.0,4
2348,42W5HO,2,VERTICAL,2174.0,26      ,1092.0,4
2349,42W5HO,3,VERTICAL,2174.0,17 1/2  ,1722.0,4
2350,42W5HO,4,VERTICAL,2174.0,12 1/4  ,341.0,4
2351,I014R7,1,VERTICAL,604.0,26      ,442.0,3
2352,I014R7,2,VERTICAL,604.0,16      ,1149.0,3
2353,I014R7,3,VERTICAL,604.0,12 1/4  ,833.0,3
2354,TIB8AG,1,DIRECIONAL,604.0,12 1/4  ,921.0,1
2355,849N22,1,VERTICAL,466.0,17 1/2  ,1120.0,1
2356,TC8RG8,1,VERTICAL,466.0,36      ,64.0,3
2357,TC8RG8,2,VERTICAL,466.0,17 1/2  ,783.0,3
2358,TC8RG8,3,VERTICAL,466.0,12 1/4  ,1500.0,3
2359,CRE235,1,DIRECIONAL,381.0,36      ,65.0,3
2360,CRE235,2,DIRECIONAL,381.0,17 1/2  ,742.0,3
2361,CRE235,3,DIRECIONAL,381.0,12 1/4  ,1364.0,3
2362,S00F30,1,DIRECIONAL,550.0,26      ,349.0,4
2363,S00F30,2,DIRECIONAL,550.0,17 1/2  ,734.0,4
2364,S00F30,3,DIRECIONAL,550.0,12 1/4  ,1211.0,4
2365,S00F30,4,DIRECIONAL,550.0,8 1/2   ,487.0,4
2366,FG9X27,1,VERTICAL,360.0,26      ,433.0,4
2367,FG9X27,2,VERTICAL,360.0,17 1/2  ,882.0,4
2368,FG9X27,3,VERTICAL,360.0,12 1/4  ,901.0,4
2369,FG9X27,4,VERTICAL,360.0,8 1/2   ,334.0,4
2370,PDJ3M5,1,DIRECIONAL,276.0,26      ,349.0,4
2371,PDJ3M5,2,DIRECIONAL,276.0,17 1/2  ,1142.0,4
2372,PDJ3M5,3,DIRECIONAL,276.0,12 1/4  ,1308.0,4
2373,PDJ3M5,4,DIRECIONAL,276.0,8 1/2   ,235.0,4
2374,1R7472,1,DIRECIONAL,254.0,26      ,346.0,6
2375,1R7472,2,DIRECIONAL,254.0,17 1/2  ,1364.0,6
2376,1R7472,3,DIRECIONAL,254.0,12 1/4  ,986.0,6
2377,1R7472,4,DIRECIONAL,254.0,8 1/2   ,106.0,6
2378,1R7472,5,DIRECIONAL,254.0,8 15/32 ,49.0,6
2379,1R7472,6,DIRECIONAL,254.0,8 1/2   ,116.0,6
2380,69XD88,1,DIRECIONAL,1158.0,26      ,531.0,3
2381,69XD88,2,DIRECIONAL,1158.0,16      ,1786.0,3
2382,69XD88,3,DIRECIONAL,1158.0,12 1/4  ,1282.0,3
2383,89T6BW,1,VERTICAL,1419.0,36      ,49.0,8
2384,89T6BW,2,VERTICAL,1419.0,26      ,466.0,8
2385,89T6BW,3,VERTICAL,1419.0,16      ,1588.0,8
2386,89T6BW,4,VERTICAL,1419.0,17 1/2  ,0.0,8
2387,89T6BW,5,VERTICAL,1419.0,14 3/4  ,0.0,8
2388,89T6BW,6,VERTICAL,1419.0,17 1/2  ,1628.0,8
2389,89T6BW,7,VERTICAL,1419.0,17 1/2  ,58.0,8
2390,89T6BW,8,VERTICAL,1419.0,17 1/2  ,380.0,8
2391,O457AN,1,DIRECIONAL,1123.0,36      ,65.0,5
2392,O457AN,2,DIRECIONAL,1123.0,26      ,799.0,5
2393,O457AN,3,DIRECIONAL,1123.0,16      ,1960.0,5
2394,O457AN,4,DIRECIONAL,1123.0,12 1/4  ,540.0,5
2395,O457AN,5,DIRECIONAL,1123.0,8 1/2   ,144.0,5
2396,FQ49O2,1,DIRECIONAL,1557.0,36      ,124.0,5
2397,FQ49O2,2,DIRECIONAL,1557.0,26      ,811.0,5
2398,FQ49O2,3,DIRECIONAL,1557.0,16      ,1594.0,5
2399,FQ49O2,4,DIRECIONAL,1557.0,12 1/4  ,437.0,5
2400,FQ49O2,5,DIRECIONAL,1557.0,8 1/2   ,267.0,5
2401,ZCYMHH,1,VERTICAL,1015.0,26      ,329.0,5
2402,ZCYMHH,2,VERTICAL,1015.0,14 3/4  ,1011.0,5
2403,ZCYMHH,3,VERTICAL,1015.0,8 1/2   ,327.0,5
2404,ZCYMHH,4,VERTICAL,1015.0,8 15/32 ,61.0,5
2405,ZCYMHH,5,VERTICAL,1015.0,8 1/2   ,187.0,5
2406,1BSQE0,1,DIRECIONAL,1091.0,36      ,61.0,5
2407,1BSQE0,2,DIRECIONAL,1091.0,26      ,739.0,5
2408,1BSQE0,3,DIRECIONAL,1091.0,16      ,1634.0,5
2409,1BSQE0,4,DIRECIONAL,1091.0,12 1/4  ,1379.0,5
2410,1BSQE0,5,DIRECIONAL,1091.0,8 1/2   ,0.0,5
2411,YGZ9G5,1,VERTICAL,1232.0,26      ,454.0,8
2412,YGZ9G5,2,VERTICAL,1232.0,16      ,655.0,8
2413,YGZ9G5,3,VERTICAL,1232.0,12 1/4  ,192.0,8
2414,YGZ9G5,4,VERTICAL,1232.0,8 1/2   ,41.0,8
2415,YGZ9G5,5,VERTICAL,1232.0,8 15/32 ,9.0,8
2416,YGZ9G5,6,VERTICAL,1232.0,8 1/2   ,210.0,8
2417,YGZ9G5,7,VERTICAL,1232.0,8 15/32 ,9.0,8
2418,YGZ9G5,8,VERTICAL,1232.0,8 1/2   ,0.0,8
2419,30ORA0,1,VERTICAL,0.0,17 1/2  ,139.0,3
2420,30ORA0,2,VERTICAL,0.0,12 1/4  ,1587.0,3
2421,30ORA0,3,VERTICAL,0.0,8 1/2   ,1165.0,3
2422,1OI1KK,1,VERTICAL,0.0,17 1/2  ,123.0,3
2423,1OI1KK,2,VERTICAL,0.0,12 1/4  ,1585.0,3
2424,1OI1KK,3,VERTICAL,0.0,8 1/2   ,1575.0,3
2425,2BP90K,1,VERTICAL,397.0,26      ,472.0,5
2426,2BP90K,2,VERTICAL,397.0,17 1/2  ,1417.0,5
2427,2BP90K,3,VERTICAL,397.0,12 1/4  ,413.0,5
2428,2BP90K,4,VERTICAL,397.0,8 15/32 ,11.0,5
2429,2BP90K,5,VERTICAL,397.0,12 1/4  ,290.0,5
2430,075UXF,1,VERTICAL,728.0,26      ,352.0,5
2431,075UXF,2,VERTICAL,728.0,14 3/4  ,1497.0,5
2432,075UXF,3,VERTICAL,728.0,8 1/2   ,43.0,5
2433,075UXF,4,VERTICAL,728.0,8 15/32 ,14.0,5
2434,075UXF,5,VERTICAL,728.0,8 1/2   ,203.0,5
2435,57618K,1,VERTICAL,721.0,26      ,410.0,7
2436,57618K,2,VERTICAL,721.0,14 3/4  ,1105.0,7
2437,57618K,3,VERTICAL,721.0,12 1/4  ,427.0,7
2438,57618K,4,VERTICAL,721.0,8 1/2   ,15.0,7
2439,57618K,5,VERTICAL,721.0,8 15/32 ,2.0,7
2440,57618K,6,VERTICAL,721.0,12 1/4  ,416.0,7
2441,57618K,7,VERTICAL,721.0,8 1/2   ,280.0,7
2442,5YZH3H,1,VERTICAL,1026.0,26      ,460.0,7
2443,5YZH3H,2,VERTICAL,1026.0,14 3/4  ,991.0,7
2444,5YZH3H,3,VERTICAL,1026.0,12 1/4  ,186.0,7
2445,5YZH3H,4,VERTICAL,1026.0,8 15/32 ,60.0,7
2446,5YZH3H,5,VERTICAL,1026.0,12 1/4  ,12.0,7
2447,5YZH3H,6,VERTICAL,1026.0,8 15/32 ,10.0,7
2448,5YZH3H,7,VERTICAL,1026.0,12 1/4  ,534.0,7
2449,54W55W,1,VERTICAL,977.0,26      ,408.0,5
2450,54W55W,2,VERTICAL,977.0,12 1/4  ,1090.0,5
2451,54W55W,3,VERTICAL,977.0,8 1/2   ,211.0,5
2452,54W55W,4,VERTICAL,977.0,8 15/32 ,7.0,5
2453,54W55W,5,VERTICAL,977.0,8 1/2   ,282.0,5
2454,091G7D,1,VERTICAL,494.0,26      ,669.0,4
2455,091G7D,2,VERTICAL,494.0,17 1/2  ,1347.0,4
2456,091G7D,3,VERTICAL,494.0,12 1/4  ,2073.0,4
2457,091G7D,4,VERTICAL,494.0,8 1/2   ,987.0,4
2458,73ER0X,1,VERTICAL,97.0,26      ,71.0,1
2459,8B94ZA,1,VERTICAL,97.0,26      ,254.0,3
2460,8B94ZA,2,VERTICAL,97.0,12 1/4  ,1374.0,3
2461,8B94ZA,3,VERTICAL,97.0,8 1/2   ,880.0,3
2462,BAXK1E,1,VERTICAL,96.0,26      ,384.0,7
2463,BAXK1E,2,VERTICAL,96.0,17 1/2  ,1445.0,7
2464,BAXK1E,3,VERTICAL,96.0,12 1/4  ,1081.0,7
2465,BAXK1E,4,VERTICAL,96.0,8 1/2   ,9.0,7
2466,BAXK1E,5,VERTICAL,96.0,8 15/32 ,29.0,7
2467,BAXK1E,6,VERTICAL,96.0,8 1/2   ,7.0,7
2468,BAXK1E,7,VERTICAL,96.0,12 1/4  ,70.0,7
2469,594XKC,1,VERTICAL,109.0,36      ,63.0,1
2470,SW295W,1,VERTICAL,110.0,36      ,64.0,4
2471,SW295W,2,VERTICAL,110.0,26      ,144.0,4
2472,SW295W,3,VERTICAL,110.0,17 1/2  ,970.0,4
2473,SW295W,4,VERTICAL,110.0,12 1/4  ,1885.0,4
2474,IF4765,1,VERTICAL,137.0,36      ,61.0,4
2475,IF4765,2,VERTICAL,137.0,17 1/2  ,889.0,4
2476,IF4765,3,VERTICAL,137.0,12 1/4  ,1390.0,4
2477,IF4765,4,VERTICAL,137.0,8 1/2   ,0.0,4
2478,2OO93M,1,DIRECIONAL,671.0,36      ,62.0,4
2479,2OO93M,2,DIRECIONAL,671.0,17 1/2  ,1005.0,4
2480,2OO93M,3,DIRECIONAL,671.0,12 1/4  ,1671.0,4
2481,2OO93M,4,DIRECIONAL,671.0,8 1/2   ,970.0,4
2482,912595,1,VERTICAL,1417.0,42      ,73.0,5
2483,912595,2,VERTICAL,1417.0,28      ,861.0,5
2484,912595,3,VERTICAL,1417.0,17 1/2  ,1208.0,5
2485,912595,4,VERTICAL,1417.0,12 1/4  ,1058.0,5
2486,912595,5,VERTICAL,1417.0,8 1/2   ,371.0,5
2487,NND876,1,VERTICAL,213.0,36      ,52.0,5
2488,NND876,2,VERTICAL,213.0,26      ,733.0,5
2489,NND876,3,VERTICAL,213.0,17 1/2  ,2000.0,5
2490,NND876,4,VERTICAL,213.0,12 1/4  ,1168.0,5
2491,NND876,5,VERTICAL,213.0,8 1/2   ,463.0,5
2492,9U0DV1,1,VERTICAL,188.0,36      ,62.0,5
2493,9U0DV1,2,VERTICAL,188.0,26      ,860.0,5
2494,9U0DV1,3,VERTICAL,188.0,17 1/2  ,2375.0,5
2495,9U0DV1,4,VERTICAL,188.0,12 1/4  ,935.0,5
2496,9U0DV1,5,VERTICAL,188.0,8 1/2   ,515.0,5
2497,WWZXDK,1,VERTICAL,813.0,36      ,70.0,1
2498,3S6G2C,1,DIRECIONAL,218.0,26      ,410.0,8
2499,3S6G2C,2,DIRECIONAL,218.0,17 1/2  ,2249.0,8
2500,3S6G2C,3,DIRECIONAL,218.0,12 1/4  ,793.0,8
2501,3S6G2C,4,DIRECIONAL,218.0,8 1/2   ,80.0,8
2502,3S6G2C,5,DIRECIONAL,218.0,8 15/32 ,18.0,8
2503,3S6G2C,6,DIRECIONAL,218.0,8 1/2   ,73.0,8
2504,3S6G2C,7,DIRECIONAL,218.0,8 15/32 ,5.0,8
2505,3S6G2C,8,DIRECIONAL,218.0,8 1/2   ,317.0,8
2506,NA9R4D,1,DIRECIONAL,487.0,26      ,402.0,4
2507,NA9R4D,2,DIRECIONAL,487.0,17 1/2  ,1022.0,4
2508,NA9R4D,3,DIRECIONAL,487.0,12 1/4  ,992.0,4
2509,NA9R4D,4,DIRECIONAL,487.0,8 1/2   ,394.0,4
2510,VY2NSV,1,DIRECIONAL,195.0,26      ,380.0,6
2511,VY2NSV,2,DIRECIONAL,195.0,17 1/2  ,1195.0,6
2512,VY2NSV,3,DIRECIONAL,195.0,12 1/4  ,1040.0,6
2513,VY2NSV,4,DIRECIONAL,195.0,8 1/2   ,469.0,6
2514,VY2NSV,5,DIRECIONAL,195.0,8 15/32 ,45.0,6
2515,VY2NSV,6,DIRECIONAL,195.0,8 1/2   ,141.0,6
2516,8AMV06,1,DIRECIONAL,507.0,26      ,422.0,4
2517,8AMV06,2,DIRECIONAL,507.0,17 1/2  ,894.0,4
2518,8AMV06,3,DIRECIONAL,507.0,12 1/4  ,1008.0,4
2519,8AMV06,4,DIRECIONAL,507.0,8 1/2   ,702.0,4
2520,0W8097,1,VERTICAL,1169.2,26      ,409.0,6
2521,0W8097,2,VERTICAL,1169.2,14 3/4  ,900.0,6
2522,0W8097,3,VERTICAL,1169.2,12 1/4  ,247.0,6
2523,0W8097,4,VERTICAL,1169.2,8 1/2   ,1.0,6
2524,0W8097,5,VERTICAL,1169.2,8 15/32 ,17.0,6
2525,0W8097,6,VERTICAL,1169.2,12 1/4  ,510.0,6
2526,5OW046,1,VERTICAL,1160.0,26      ,412.0,7
2527,5OW046,2,VERTICAL,1160.0,12 1/4  ,0.0,7
2528,5OW046,3,VERTICAL,1160.0,14 3/4  ,60.0,7
2529,5OW046,4,VERTICAL,1160.0,12 1/4  ,840.0,7
2530,5OW046,5,VERTICAL,1160.0,8 1/2   ,349.0,7
2531,5OW046,6,VERTICAL,1160.0,8 15/32 ,4.0,7
2532,5OW046,7,VERTICAL,1160.0,8 1/2   ,397.0,7
2533,6NSU5W,1,DIRECIONAL,196.0,26      ,381.0,6
2534,6NSU5W,2,DIRECIONAL,196.0,17 1/2  ,1223.0,6
2535,6NSU5W,3,DIRECIONAL,196.0,12 1/4  ,1070.0,6
2536,6NSU5W,4,DIRECIONAL,196.0,8 1/2   ,501.0,6
2537,6NSU5W,5,DIRECIONAL,196.0,8 15/32 ,39.0,6
2538,6NSU5W,6,DIRECIONAL,196.0,8 1/2   ,215.0,6
2539,H0MV2W,1,DIRECIONAL,333.0,26      ,379.0,4
2540,H0MV2W,2,DIRECIONAL,333.0,17 1/2  ,988.0,4
2541,H0MV2W,3,DIRECIONAL,333.0,12 1/4  ,729.0,4
2542,H0MV2W,4,DIRECIONAL,333.0,8 1/2   ,876.0,4
2543,86K29W,1,DIRECIONAL,545.0,26      ,336.0,4
2544,86K29W,2,DIRECIONAL,545.0,14 3/4  ,829.0,4
2545,86K29W,3,DIRECIONAL,545.0,12 1/4  ,3109.0,4
2546,86K29W,4,DIRECIONAL,545.0,8 1/2   ,327.0,4
2547,UX1IOT,1,VERTICAL,1325.0,26      ,474.0,5
2548,UX1IOT,2,VERTICAL,1325.0,14 3/4  ,699.0,5
2549,UX1IOT,3,VERTICAL,1325.0,12 1/4  ,822.0,5
2550,UX1IOT,4,VERTICAL,1325.0,8 1/2   ,14.0,5
2551,UX1IOT,5,VERTICAL,1325.0,12 1/4  ,144.0,5
2552,S3S3C8,1,VERTICAL,1254.0,36      ,74.0,4
2553,S3S3C8,2,VERTICAL,1254.0,26      ,248.0,4
2554,S3S3C8,3,VERTICAL,1254.0,12 1/4  ,660.0,4
2555,S3S3C8,4,VERTICAL,1254.0,8 1/2   ,560.0,4
2556,H0ZS45,1,DIRECIONAL,294.0,26      ,336.0,4
2557,H0ZS45,2,DIRECIONAL,294.0,17 1/2  ,595.0,4
2558,H0ZS45,3,DIRECIONAL,294.0,12 1/4  ,1360.0,4
2559,H0ZS45,4,DIRECIONAL,294.0,8 1/2   ,770.0,4
2560,E3Y7KY,1,VERTICAL,91.0,26      ,392.0,4
2561,E3Y7KY,2,VERTICAL,91.0,17 1/2  ,1299.0,4
2562,E3Y7KY,3,VERTICAL,91.0,12 1/4  ,890.0,4
2563,E3Y7KY,4,VERTICAL,91.0,8 1/2   ,501.0,4
2564,DR9696,1,VERTICAL,474.0,26      ,402.0,5
2565,DR9696,2,VERTICAL,474.0,14 3/4  ,1499.0,5
2566,DR9696,3,VERTICAL,474.0,8 1/2   ,345.0,5
2567,DR9696,4,VERTICAL,474.0,8 15/32 ,6.0,5
2568,DR9696,5,VERTICAL,474.0,8 1/2   ,146.0,5
2569,638H49,1,VERTICAL,763.0,26      ,410.0,4
2570,638H49,2,VERTICAL,763.0,14 3/4  ,446.0,4
2571,638H49,3,VERTICAL,763.0,12 1/4  ,957.0,4
2572,638H49,4,VERTICAL,763.0,8 1/2   ,860.0,4
2573,7USVMH,1,VERTICAL,737.0,26      ,403.0,3
2574,7USVMH,2,VERTICAL,737.0,14 3/4  ,1471.0,3
2575,7USVMH,3,VERTICAL,737.0,8 1/2   ,519.0,3
2576,W1QZUW,1,VERTICAL,577.0,26      ,401.0,6
2577,W1QZUW,2,VERTICAL,577.0,17 1/2  ,894.0,6
2578,W1QZUW,3,VERTICAL,577.0,12 1/4  ,786.0,6
2579,W1QZUW,4,VERTICAL,577.0,8 1/2   ,193.0,6
2580,W1QZUW,5,VERTICAL,577.0,8 15/32 ,39.0,6
2581,W1QZUW,6,VERTICAL,577.0,8 1/2   ,89.0,6
2582,X204IL,1,VERTICAL,1409.0,26      ,356.0,6
2583,X204IL,2,VERTICAL,1409.0,16      ,903.0,6
2584,X204IL,3,VERTICAL,1409.0,12 1/4  ,245.0,6
2585,X204IL,4,VERTICAL,1409.0,8 15/32 ,5.0,6
2586,X204IL,5,VERTICAL,1409.0,12 1/4  ,377.0,6
2587,X204IL,6,VERTICAL,1409.0,8 1/2   ,857.0,6
2588,NK7SS0,1,VERTICAL,1054.0,26      ,317.0,3
2589,NK7SS0,2,VERTICAL,1054.0,14 3/4  ,1227.0,3
2590,NK7SS0,3,VERTICAL,1054.0,8 1/2   ,713.0,3
2591,9T1F61,1,DIRECIONAL,375.0,26      ,334.0,4
2592,9T1F61,2,DIRECIONAL,375.0,17 1/2  ,760.0,4
2593,9T1F61,3,DIRECIONAL,375.0,12 1/4  ,861.0,4
2594,9T1F61,4,DIRECIONAL,375.0,8 1/2   ,261.0,4
2595,H19S0O,1,VERTICAL,764.0,26      ,410.0,7
2596,H19S0O,2,VERTICAL,764.0,14 3/4  ,1099.0,7
2597,H19S0O,3,VERTICAL,764.0,8 1/2   ,562.0,7
2598,H19S0O,4,VERTICAL,764.0,8 15/32 ,7.0,7
2599,H19S0O,5,VERTICAL,764.0,8 1/2   ,11.0,7
2600,H19S0O,6,VERTICAL,764.0,8 15/32 ,90.0,7
2601,H19S0O,7,VERTICAL,764.0,8 1/2   ,163.0,7
2602,LFIA65,1,VERTICAL,450.0,26      ,350.0,4
2603,LFIA65,2,VERTICAL,450.0,17 1/2  ,882.0,4
2604,LFIA65,3,VERTICAL,450.0,12 1/4  ,1050.0,4
2605,LFIA65,4,VERTICAL,450.0,8 1/2   ,378.0,4
2606,Z9GL67,1,VERTICAL,611.0,26      ,332.0,3
2607,Z9GL67,2,VERTICAL,611.0,16      ,670.0,3
2608,Z9GL67,3,VERTICAL,611.0,12 1/4  ,1196.0,3
2609,OX56H2,1,VERTICAL,469.0,26      ,355.0,4
2610,OX56H2,2,VERTICAL,469.0,14 3/4  ,414.0,4
2611,OX56H2,3,VERTICAL,469.0,12 1/4  ,1050.0,4
2612,OX56H2,4,VERTICAL,469.0,8 1/2   ,412.0,4
2613,048E9N,1,VERTICAL,550.0,26      ,335.0,3
2614,048E9N,2,VERTICAL,550.0,17 1/2  ,601.0,3
2615,048E9N,3,VERTICAL,550.0,12 1/4  ,1291.0,3
2616,FE77NF,1,VERTICAL,297.5,26      ,68.0,1
2617,SJ9013,1,VERTICAL,298.0,26      ,367.0,5
2618,SJ9013,2,VERTICAL,298.0,14 3/4  ,1405.0,5
2619,SJ9013,3,VERTICAL,298.0,8 1/2   ,633.0,5
2620,SJ9013,4,VERTICAL,298.0,8 15/32 ,11.0,5
2621,SJ9013,5,VERTICAL,298.0,8 1/2   ,111.0,5
2622,363W42,1,VERTICAL,449.0,26      ,466.0,5
2623,363W42,2,VERTICAL,449.0,14 3/4  ,1284.0,5
2624,363W42,3,VERTICAL,449.0,8 1/2   ,476.0,5
2625,363W42,4,VERTICAL,449.0,8 15/32 ,1.0,5
2626,363W42,5,VERTICAL,449.0,8 1/2   ,150.0,5
2627,WMPF4J,1,VERTICAL,534.0,26      ,422.0,5
2628,WMPF4J,2,VERTICAL,534.0,14 3/4  ,1164.0,5
2629,WMPF4J,3,VERTICAL,534.0,8 1/2   ,568.0,5
2630,WMPF4J,4,VERTICAL,534.0,8 15/32 ,22.0,5
2631,WMPF4J,5,VERTICAL,534.0,8 1/2   ,100.0,5
2632,Z377K0,1,VERTICAL,512.0,26      ,420.0,4
2633,Z377K0,2,VERTICAL,512.0,14 3/4  ,420.0,4
2634,Z377K0,3,VERTICAL,512.0,12 1/4  ,1288.0,4
2635,Z377K0,4,VERTICAL,512.0,8 1/2   ,230.0,4
2636,Q087RA,1,VERTICAL,904.0,26      ,393.0,1
2637,O683SB,1,VERTICAL,906.0,26      ,393.0,5
2638,O683SB,2,VERTICAL,906.0,14 3/4  ,1079.0,5
2639,O683SB,3,VERTICAL,906.0,8 1/2   ,575.0,5
2640,O683SB,4,VERTICAL,906.0,8 15/32 ,12.0,5
2641,O683SB,5,VERTICAL,906.0,8 1/2   ,1156.0,5
2642,VRP7A0,1,VERTICAL,877.0,26      ,296.0,3
2643,VRP7A0,2,VERTICAL,877.0,14 3/4  ,1105.0,3
2644,VRP7A0,3,VERTICAL,877.0,8 1/2   ,1095.0,3
2645,QH27T4,1,VERTICAL,834.0,26      ,422.0,3
2646,QH27T4,2,VERTICAL,834.0,14 3/4  ,1292.0,3
2647,QH27T4,3,VERTICAL,834.0,8 1/2   ,602.0,3
2648,HBSBAG,1,VERTICAL,1054.0,26      ,296.0,1
2649,BM5I79,1,VERTICAL,1028.0,26      ,296.0,3
2650,BM5I79,2,VERTICAL,1028.0,14 3/4  ,1003.0,3
2651,BM5I79,3,VERTICAL,1028.0,8 1/2   ,681.0,3
2652,8OE852,1,VERTICAL,1687.0,26      ,407.0,1
2653,8MW4W5,1,VERTICAL,1720.0,26      ,174.0,5
2654,8MW4W5,2,VERTICAL,1720.0,16      ,55.0,5
2655,8MW4W5,3,VERTICAL,1720.0,12 1/4  ,140.0,5
2656,8MW4W5,4,VERTICAL,1720.0,8 15/32 ,16.0,5
2657,8MW4W5,5,VERTICAL,1720.0,12 1/4  ,653.0,5
2658,SG64O4,1,VERTICAL,1008.0,26      ,380.0,3
2659,SG64O4,2,VERTICAL,1008.0,16      ,995.0,3
2660,SG64O4,3,VERTICAL,1008.0,12 1/4  ,948.0,3
2661,AVPO11,1,VERTICAL,1573.0,26      ,8.0,2
2662,AVPO11,2,VERTICAL,1573.0,17 1/2  ,1001.0,2
2663,IF28B6,1,VERTICAL,1576.0,26      ,508.0,4
2664,IF28B6,2,VERTICAL,1576.0,16      ,806.0,4
2665,IF28B6,3,VERTICAL,1576.0,12 1/4  ,1509.0,4
2666,IF28B6,4,VERTICAL,1576.0,8 1/2   ,631.0,4
2667,0A263A,1,VERTICAL,1526.0,26      ,12.0,8
2668,0A263A,2,VERTICAL,1526.0,17 1/2  ,1064.0,8
2669,0A263A,3,VERTICAL,1526.0,12 1/4  ,1400.0,8
2670,0A263A,4,VERTICAL,1526.0,8 15/32 ,8.0,8
2671,0A263A,5,VERTICAL,1526.0,12 1/4  ,33.0,8
2672,0A263A,6,VERTICAL,1526.0,8 15/32 ,9.0,8
2673,0A263A,7,VERTICAL,1526.0,12 1/4  ,362.0,8
2674,0A263A,8,VERTICAL,1526.0,8 1/2   ,875.0,8
2675,11DM23,1,VERTICAL,1491.0,17 1/2  ,955.0,2
2676,11DM23,2,VERTICAL,1491.0,12 1/4  ,1215.0,2
2677,KCZ1T9,1,HORIZONTAL,1900.0,26      ,55.0,4
2678,KCZ1T9,2,HORIZONTAL,1900.0,17 1/2  ,933.0,4
2679,KCZ1T9,3,HORIZONTAL,1900.0,12 1/4  ,470.0,4
2680,KCZ1T9,4,HORIZONTAL,1900.0,8 1/2   ,990.0,4
2681,261ONX,1,VERTICAL,1271.0,26      ,425.0,4
2682,261ONX,2,VERTICAL,1271.0,16      ,1090.0,4
2683,261ONX,3,VERTICAL,1271.0,12 1/4  ,1691.0,4
2684,261ONX,4,VERTICAL,1271.0,8 1/2   ,1099.0,4
2685,PBXOSP,1,VERTICAL,1728.0,8 1/2   ,511.0,4
2686,PBXOSP,2,VERTICAL,1728.0,36      ,36.0,4
2687,PBXOSP,3,VERTICAL,1728.0,26      ,490.0,4
2688,PBXOSP,4,VERTICAL,1728.0,12 1/4  ,0.0,4
2689,H1I9E9,1,VERTICAL,1733.0,36      ,34.0,3
2690,H1I9E9,2,VERTICAL,1733.0,17 1/2  ,500.0,3
2691,H1I9E9,3,VERTICAL,1733.0,12 1/4  ,790.0,3
2692,KXA582,1,VERTICAL,167.0,36      ,78.0,4
2693,KXA582,2,VERTICAL,167.0,17 1/2  ,958.0,4
2694,KXA582,3,VERTICAL,167.0,12 1/4  ,2255.0,4
2695,KXA582,4,VERTICAL,167.0,8 1/2   ,451.0,4
2696,E1XP3Q,1,VERTICAL,152.0,36      ,54.0,3
