POCO,CADASTRO,ESTADO,BACIA,TERRA_MAR,TIPO,CATEGORIA,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DURACAO,ANO_INICIO,ANO_TERMINO
7-POL-1H-RJS,74281022306,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2007-04-30,2007-06-25,2007-06-25,"-23,0837733333","-40,9953966666",2041.0,3470.0,3470.0,,0.0,104.0,56,2007,2007
7-POL-23HP-RJS,74280024711,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2010-04-22,2010-04-30,2010-04-30,"-23,0838063888","-40,9953916666",2331.0,6080.0,6080.0,,0.0,104.0,8,2010,2010
7-POL-24HP-RJS,74280024710,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2010-05-01,2010-05-21,2010-06-04,"-23,0838063888","-40,9953916666",2322.0,6108.0,6108.0,,0.0,104.0,20,2010,2010
7-POL-30HP-RJS,74281025002,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2010-08-24,2010-08-27,2010-08-30,"-23,0838566666","-40,9953475",2258.0,4329.0,4329.0,,0.0,104.0,3,2010,2010
7-POL-32HP-RJS,74281025033,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2010-09-07,2010-09-20,2010-09-30,"-23,0838566666","-40,9953475",2263.0,4600.0,4600.0,,0.0,104.0,13,2010,2010
7-POL-36HP-RJS,74281029209,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2018-05-02,2018-05-05,2018-05-19,"-23,0838563888","-40,99537",-2202.0,3957.0,3957.0,,0.0,103.0,3,2018,2018
7-POL-38HP-RJS,74281029234,RJ,Campos,M,7,Desenvolvimento,FECHADO,2018-06-22,2018-07-04,2018-07-20,"-23,0837738888","-40,9953972222",-2187.0,5314.0,5314.0,,0.0,103.0,12,2018,2018
7-POL-4HP-RJS,74281022537,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2007-09-06,2007-09-13,2007-09-13,"-23,0837905555","-40,9953691666",2157.0,0.0,3054.0,,0.0,104.0,7,2007,2007
7-POL-44HP-RJS,74281029515,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2019-12-13,2019-12-24,2020-01-06,"-23,0838561111","-40,9953925",-1927.0,5291.0,5291.0,,0.0,103.0,11,2019,2019
7-PPT-25H-RJS,74281027207,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2013-08-08,2013-08-09,2016-11-22,"-23,5159761111","-41,0612425",-1897.0,1922.0,1922.0,25.0,0.0,,1,2013,2013
7-PPT-33H-RJS,74281027215,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2013-08-12,2013-08-14,2016-11-22,"-23,5159208333","-41,0613394444",-1895.0,1921.0,1921.0,25.0,0.0,,2,2013,2013
7-PPT-51HP-RJS,74281029397,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2019-06-14,2019-09-23,2020-03-04,"-23,5161102777","-41,0613425",-3103.0,5294.0,5294.0,21.0,0.0,1181.0,101,2019,2019
7-PQO-1-RN,72100025220,RN,Potiguar,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2010-11-22,2010-11-25,2010-12-30,"-5,5039202777","-37,3988080555",762.0,,857.0,95.0,,0.0,3,2010,2010
7-PQO-2-RN,72100027054,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2013-05-21,2013-05-27,2013-05-29,"-5,5042516666","-37,4010088888",806.0,902.0,902.0,97.0,91.0,0.0,6,2013,2013
7-PQO-3-RN,72100027173,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2013-07-15,2013-07-18,2013-07-20,"-5,5021580555","-37,3993361111",785.0,882.0,882.0,97.0,91.0,0.0,3,2013,2013
7-PRA-2-SPS,86316026734,SP,Santos,M,7,Desenvolvimento,FECHADO,2012-12-12,2013-02-02,2013-05-01,"-26,4253516666","-46,4976322222",-2118.0,2141.0,2141.0,23.0,0.0,284.0,52,2012,2013
7-PRB-1-ESS,34281025600,ES,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2011-06-19,2011-10-16,2012-11-25,"-21,3577252777","-40,0291627777",4704.0,4704.0,4703.0,19.0,0.0,1275.0,119,2011,2011
7-PRG-10H-RJS,74281025614,RJ,Campos,M,7,Desenvolvimento,FECHADO,2011-07-03,2011-07-26,2011-08-17,"-23,2960486111","-41,2079094444",2326.0,4392.0,,50.0,0.0,122.0,23,2011,2011
7-PRG-2HB-RJS,74281025299,RJ,Campos,M,7,Desenvolvimento,FECHADO,2011-01-16,2011-02-03,2011-02-23,"-23,2960336111","-41,2079247222",2325.0,4676.0,4676.0,50.0,0.0,122.0,18,2011,2011
7-PRG-2H-RJS,74281025179,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2010-11-10,2010-11-11,2010-11-15,"-23,2460336111","-41,2079247222",728.0,742.0,742.0,50.0,0.0,122.0,1,2010,2010
7-PRG-4H-RJS,74281025380,RJ,Campos,M,7,Desenvolvimento,FECHADO,2011-02-24,2011-03-25,2011-04-07,"-23,2960344444","-41,2078616666",2294.0,3838.0,3838.0,50.0,0.0,122.0,29,2011,2011
7-PRG-58HA-RJS,74281028989,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2017-05-26,2017-06-04,2017-06-19,"-23,2960336111","-41,2079563888",2238.0,6015.0,6015.0,50.0,0.0,122.0,9,2017,2017
7-PRG-58H-RJS,74281028932,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2017-02-25,2017-04-09,2017-05-26,"-23,2960336111","-41,2079563888",-2253.0,6762.0,6762.0,50.0,0.0,106.0,43,2017,2017
7-PRG-59HA-RJS,74281029024,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2017-07-15,2017-07-15,2017-07-27,"-23,2960494444","-41,2078461111",269.0,269.0,269.0,50.0,0.0,122.0,0,2017,2017
7-PRG-59H-RJS,74281028968,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2017-04-24,2017-05-01,2017-05-13,"-23,2960494444","-41,2078461111",760.0,760.0,760.0,50.0,0.0,122.0,7,2017,2017
7-PRG-69H-RJS,74281029486,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2019-05-09,2020-01-24,2020-02-13,"-23,3338608333","-41,2980641666",-2301.0,7885.0,7885.0,50.0,0.0,106.0,260,2019,2020
7-PRG-7H-RJS,74281025517,RJ,Campos,M,7,Desenvolvimento,FECHADO,2011-05-14,2011-06-15,2011-07-01,"-23,2960052777","-41,2078613888",2310.0,4510.0,4526.0,50.0,0.0,122.0,32,2011,2011
7-PRG-71HP-RJS,74281029654,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2020-12-08,2020-12-11,2020-12-17,"-23,2960197222","-41,2078772222",-2189.0,3646.0,3646.0,50.0,0.0,122.0,3,2020,2020
7-PRG-72HP-RJS,74281029749,RJ,Campos,M,7,Desenvolvimento,FECHADO,2021-11-17,2021-12-08,2021-12-26,"-23,3344511111","-41,2984725",2320.0,5302.0,5302.0,50.0,0.0,106.0,21,2021,2021
7-PRG-73HP-RJS,74281029790,RJ,Campos,M,7,Desenvolvimento,FECHADO,2022-02-25,2022-03-09,2022-03-27,"-23,3344505555","-41,2985041666",2314.0,5694.0,5694.0,50.0,0.0,106.0,12,2022,2022
7-PRG-74H-RJS,74281029818,RJ,Campos,M,7,Desenvolvimento,FECHADO,2022-05-14,2022-06-26,2022-07-12,"-23,33448","-41,2984733333",2267.0,7840.0,7840.0,50.0,0.0,106.0,43,2022,2022
7-PRG-76HA-RJS,74281029845,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2022-07-16,2022-08-20,2022-08-21,"-23,3982416666","-41,4088280555",2185.0,3219.0,3219.0,,0.0,,35,2022,2022
7-PRG-76HB-RJS,74281029885,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2022-08-21,2022-08-24,2022-09-12,"-23,3982416666","-41,4088280555",2213.0,4708.0,4708.0,,0.0,,3,2022,2022
7-PRG-76H-RJS,74281029841,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2022-07-05,2022-07-13,2022-07-15,"-23,3982416666","-41,4088280555",653.0,688.0,688.0,,0.0,,8,2022,2022
7-PRG-80HP-RJS,74281029908,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2022-10-17,2022-11-03,2022-11-27,"-23,3982036111","-41,4088369444",2217.0,5907.0,5907.0,54.0,0.0,121.0,17,2022,2022
7-PRG-81H-RJS,74281029915,RJ,Campos,M,7,Desenvolvimento,FECHADO,2022-10-23,2022-12-09,2022-12-26,"-23,3344063888","-41,2985186111",2327.0,7726.0,7726.0,50.0,0.0,106.0,47,2022,2022
7-PRG-82H-RJS,74281029944,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2022-11-29,2023-01-05,2023-01-26,"-23,3981525","-41,4087372222",2124.0,6032.0,6032.0,54.0,0.0,121.0,37,2022,2023
7-PRG-83H-RJS,74281030000,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2023-03-18,2023-04-20,2023-05-13,"-23,3981683333","-41,4087663888",2403.0,5854.0,5854.0,54.0,0.0,121.0,33,2023,2023
7-PRG-85H-RJS,74281030106,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2023-08-09,2023-09-11,2023-09-15,"-23,3982344444","-41,4087638888",2315.0,4733.0,4733.0,,0.0,,33,2023,2023
7-PTR-1-RN,72100028113,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2015-03-05,2015-03-19,2015-04-29,"-5,3365525","-37,1725516666",1201.0,1201.0,,,,0.0,14,2015,2015
7-PTR-2-RN,72100028158,RN,Potiguar,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2015-03-26,2015-04-05,2015-05-10,"-5,3383433333","-37,1725572222",1200.0,1200.0,,,,0.0,10,2015,2015
7-PTR-3-RN,72100028171,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2015-04-11,2015-04-22,2015-05-19,"-5,336535","-37,1707652777",1201.0,1201.0,1201.0,,,0.0,11,2015,2015
7-PTR-5D-RN,72100029739,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2021-10-18,2021-10-21,2021-10-23,"-5,3363361111","-37,168925",-1083.0,1207.0,,,,0.0,3,2021,2021
7-PTR-6D-RN,72100029791,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2022-03-06,2022-03-11,2022-04-04,"-5,3365777777","-37,1691277777",-1145.0,1325.0,,,,0.0,5,2022,2022
7-PTS-2-RN,72100022494,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2007-08-12,2007-08-21,2007-09-11,"-5,2028891666","-37,2213869444",1352.0,0.0,1352.0,26.0,,0.0,9,2007,2007
7-PTS-3-RN,72100023041,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2008-05-23,2008-06-01,2008-06-23,"-5,2055222222","-37,223965",1352.0,1352.0,1352.0,,,0.0,9,2008,2008
7-PTS-4-RN,72100023103,RN,Potiguar,T,7,Desenvolvimento,FECHADO,2008-06-18,2008-06-25,2008-08-01,"-5,2004077777","-37,2163736111",1350.0,0.0,1350.0,,,0.0,7,2008,2008
7-PTS-5-RN,72100023156,RN,Potiguar,T,7,Desenvolvimento,FECHADO,2008-07-13,2008-07-24,2008-08-08,"-5,2055180555","-37,2214522222",1350.0,0.0,1350.0,,,0.0,11,2008,2008
7-PTS-6-RN,72100023069,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2008-06-05,2008-06-10,2008-07-22,"-5,2006622222","-37,2214505555",1350.0,1351.0,1350.0,,0.0,0.0,5,2008,2008
7-PTS-7-RN,72100023119,RN,Potiguar,T,7,Desenvolvimento,INJETANDO,2008-06-30,2008-07-06,2008-07-28,"-5,2080919444","-37,2214644444",1350.0,1350.0,1350.0,,,0.0,6,2008,2008
7-PTS-8-RN,72100023282,RN,Potiguar,T,7,Desenvolvimento,FECHADO,2008-09-05,2008-09-21,2008-10-13,"-5,2029813888","-37,2189161111",1306.0,1306.0,1306.0,,,0.0,16,2008,2008
7-PV-7-RN,72100024229,RN,Potiguar,T,7,Desenvolvimento,FECHADO,2009-10-05,2009-10-11,2009-11-10,"-5,2237902777","-37,2462538888",1213.0,0.0,1213.0,,,0.0,6,2009,2009
7-PV-8-RN,72100024206,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2009-09-23,2009-09-29,2009-10-27,"-5,2230611111","-37,2421461111",1220.0,0.0,1220.0,,,0.0,6,2009,2009
7-RBU-102D-BA,20240024143,BA,Recôncavo,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2009-08-30,2009-09-08,2009-10-04,"-11,8515097222","-37,8367275",1083.0,0.0,1116.0,90.0,,0.0,9,2009,2009
7-RBU-104D-BA,20240024266,BA,Recôncavo,T,7,Desenvolvimento,FECHADO,2009-10-19,2009-11-06,2009-12-14,"-11,8543866666","-37,8300305555",1471.0,0.0,,,,0.0,18,2009,2009
7-RBU-118D-BA,20240026746,BA,Recôncavo,T,7,Desenvolvimento,EM INTERVENÇÃO,2012-12-17,2012-12-26,2013-01-17,"-11,8613105555","-37,8339191666",-1165.0,1271.0,1273.0,,,0.0,9,2012,2012
7-RB-2-SE,90120027960,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2014-11-15,2015-01-23,2015-01-31,"-10,8076097222","-37,0369827777",-1029.0,1085.0,1085.0,56.0,,0.0,69,2014,2015
7-RE-44-RN,72100026389,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2012-07-15,2012-07-20,2012-08-01,"-4,9507205555","-36,9921152777",-735.0,,798.0,67.0,61.0,0.0,5,2012,2012
7-RE-45-RN,72100026418,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2012-07-30,2012-08-04,2012-08-13,"-4,9510455555","-36,9885347222",-715.0,777.0,776.0,65.0,59.0,0.0,5,2012,2012
7-RE-58-RN,72100029693,RN,Potiguar,T,7,Desenvolvimento,FECHADO,2021-05-20,2021-06-15,2021-07-01,"-4,9491394444","-37,0014333333",1421.0,1471.0,,50.0,,0.0,26,2021,2021
7-RFQ-39D-RN,72100022044,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2006-10-22,2006-12-11,2007-03-29,"-5,4520641666","-37,7378244444",2918.0,0.0,2938.0,106.0,,0.0,50,2006,2006
7-RFQ-43D-RN,72100023659,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2009-01-26,2009-02-26,2009-06-04,"-5,4599808333","-37,7257580555",3099.0,3107.0,3107.0,,,0.0,31,2009,2009
7-RFQ-48D-RN,72100025019,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2010-08-31,2010-09-26,2010-12-27,"-5,4658397222","-37,7091577777",-3198.0,3303.0,,,,0.0,26,2010,2010
7-RFQ-49D-RN,72100024915,RN,Potiguar,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2010-07-19,2010-08-19,2010-12-07,"-5,4666716666","-37,7131594444",-3201.0,3305.0,3302.0,,,0.0,31,2010,2010
7-RFQ-50D-RN,72100026705,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2012-10-24,2012-11-19,2013-03-20,"-5,4527777777","-37,7448541666",-3044.0,3170.0,3170.0,,,0.0,26,2012,2012
7-RFQ-51D-RN,72100026466,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2012-08-20,2012-10-10,2013-03-02,"-5,4544991666","-37,7345130555",-2999.0,3117.0,3117.0,,,0.0,51,2012,2012
7-RFQ-53D-RN,72100026443,RN,Potiguar,T,7,Desenvolvimento,PRODUZINDO,2012-08-14,2012-09-18,2012-12-09,"-5,454765","-37,7375794444",-2971.0,3123.0,3123.0,,,0.0,35,2012,2012
7-RO-107HPA-RJS,74281028855,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2016-08-08,2016-08-20,2016-08-20,"-21,9620294444","-39,7366172222",3184.0,4287.0,4287.0,14.0,0.0,1818.0,12,2016,2016
7-RO-107HP-RJS,74281025524,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2011-05-20,2012-04-01,2012-05-08,"-21,9620302777","-39,7366186111",-3103.0,4451.0,4451.0,14.0,0.0,1818.0,317,2011,2012
7-RO-112H-RJS,74281025690,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2011-08-13,2011-09-25,2011-09-25,"-21,9548283333","-39,7348272222",-3070.0,3430.0,3430.0,14.0,0.0,1816.0,43,2011,2011
7-RO-114D-BA,20240029465,BA,Recôncavo,T,7,Desenvolvimento,PRODUZINDO,2019-09-11,2019-09-16,2019-09-28,"-12,4867530555","-38,3185397222",-1228.0,1314.0,1295.0,,,0.0,5,2019,2019
7-RO-114HP-RJS,74281025872,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2011-11-24,2012-09-13,2012-09-13,"-21,9715247222","-39,7506602777",-3059.0,3840.0,3840.0,17.0,0.0,1780.0,294,2011,2012
7-RO-115-RJS,74281025773,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2011-09-26,2011-11-06,2011-10-27,"-21,8841105555","-39,7544430555",-3396.0,3426.0,3426.0,30.0,0.0,1797.0,41,2011,2011
7-RO-124H-RJS,74281025913,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2011-12-09,2012-01-03,2012-01-03,"-21,9696413888","-39,7474547222",-2705.0,2736.0,2736.0,24.0,0.0,1790.0,25,2011,2012
7-RO-131HP-RJS,74281027098,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2013-06-01,2013-06-25,2013-06-25,"-21,9647163888","-39,7477688888",-3090.0,3877.0,3877.0,24.0,0.0,1788.0,24,2013,2013
7-RO-134DB-RJS,74281026873,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2013-02-07,2013-03-28,2013-03-28,"-21,9710730555","-39,7219430555",-3508.0,3745.0,3745.0,24.0,0.0,1848.0,49,2013,2013
7-RO-134D-RJS,74281026141,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2012-03-29,2012-04-20,2012-04-20,"-21,9705733333","-39,7218738888",-3144.0,3298.0,3298.0,24.0,0.0,1844.0,22,2012,2012
7-RO-141HP-RJS,74281027425,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2014-01-23,2014-02-20,2014-02-20,"-21,9523386111","-39,7595380555",-3003.0,3942.0,3942.0,24.0,0.0,1743.0,28,2014,2014
7-RO-144HP-RJS,74281027340,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2013-11-20,2013-12-27,2013-12-27,"-21,9436541666","-39,7544855555",-3006.0,4384.0,4384.0,30.0,0.0,1738.0,37,2013,2013
7-RO-147D-RJS,74281027000,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2013-03-06,2013-05-07,2013-05-07,"-21,9507027777","-39,7031486111",3534.0,3654.0,3654.0,30.0,0.0,1878.0,62,2013,2013
7-RO-148-RJS,74281026866,RJ,Campos,M,7,Desenvolvimento,FECHADO,2013-02-14,2013-05-27,2013-05-27,"-21,9307913888","-39,7157063888",-3774.0,3804.0,3804.0,30.0,0.0,1822.0,102,2013,2013
7-RO-151HP-RJS,74281027348,RJ,Campos,M,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2013-11-25,2014-05-25,2014-05-25,"-21,9606483333","-39,7710197222",-2959.0,4080.0,4080.0,27.0,0.0,1698.0,181,2013,2014
7-RO-153H-RJS,74281027507,RJ,Campos,M,7,Desenvolvimento,FECHADO,2014-03-09,2014-06-25,2014-06-25,"-21,9923994444","-39,7588988888",-3104.0,4620.0,4620.0,25.0,0.0,1772.0,108,2014,2014
7-RO-156D-RJS,74281027975,RJ,Campos,M,7,Desenvolvimento,FECHADO,2014-12-31,2015-02-02,2015-02-02,"-21,9381963888","-39,7587077777",-3153.0,3265.0,3265.0,27.0,0.0,1705.0,33,2014,2015
7-RO-167D-RJS,74281028958,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2017-04-12,2017-05-05,2017-05-05,"-21,9651116666","-39,74626",3214.0,3273.0,3273.0,26.0,0.0,1793.0,23,2017,2017
7-RO-168D-RJS,74281028963,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2017-04-17,2017-06-22,2017-06-22,"-21,9688311111","-39,7408461111",-3323.0,3356.0,3356.0,26.0,0.0,1809.0,66,2017,2017
7-RO-173H-RJS,74281029669,RJ,Campos,M,7,Desenvolvimento,FECHADO,2021-02-15,2021-03-29,2021-04-15,"-21,9580419444","-39,7708313888",-3060.0,4136.0,4136.0,32.0,0.0,1696.0,42,2021,2021
7-RO-174H-RJS,74281029671,RJ,Campos,M,7,Desenvolvimento,FECHADO,2021-02-23,2021-05-05,2021-05-24,"-21,9709822222","-39,7662136111",-2960.0,3590.0,3590.0,32.0,0.0,1728.0,71,2021,2021
7-RO-176H-RJS,74281029699,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2021-08-24,2021-11-16,2021-12-12,"-21,9720161111","-39,7335975",3236.0,4365.0,4365.0,32.0,0.0,1816.0,84,2021,2021
7-RO-179D-RJS,74281029763,RJ,Campos,M,7,Desenvolvimento,FECHADO,2021-12-12,2022-01-22,2022-02-10,"-21,9487158333","-39,7347336111",3232.0,3382.0,3382.0,32.0,0.0,1816.0,41,2021,2022
7-RO-26H-RJS,74281020983,RJ,Campos,M,7,Desenvolvimento,PRODUZINDO,2006-05-30,2006-07-15,2006-07-23,"-21,9381561111","-39,7181327777",4176.0,0.0,4176.0,24.0,0.0,1827.0,46,2006,2006
7-RO-537D-SE,90120023933,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2009-06-02,2009-06-06,2009-06-08,"-10,7090605555","-37,1800761111",562.0,585.0,585.0,20.0,,0.0,4,2009,2009
7-RO-538-SE,90120023973,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2009-06-11,2009-06-15,2009-06-17,"-10,7081461111","-37,1785566666",540.0,540.0,540.0,22.0,,0.0,4,2009,2009
7-RO-542-SE,90120023934,SE,Sergipe,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2009-05-23,2009-05-29,2009-05-30,"-10,7119105555","-37,1853747222",532.0,532.0,532.0,29.0,,0.0,6,2009,2009
7-RO-545-SE,90120023987,SE,Sergipe,T,7,Desenvolvimento,FECHADO,2009-06-19,2009-06-23,2009-06-25,"-10,7149308333","-37,1839841666",560.0,560.0,560.0,30.0,,0.0,4,2009,2009
7-RO-546-SE,90120024025,SE,Sergipe,T,7,Desenvolvimento,FECHADO,2009-07-15,2009-07-25,2009-07-27,"-10,7154566666","-37,1827175",570.0,570.0,570.0,34.0,,0.0,10,2009,2009
7-RO-549-SE,90120024623,SE,Sergipe,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2010-02-07,2010-02-13,2010-02-13,"-10,7129252777","-37,1920825",-468.0,486.0,485.0,17.0,,0.0,6,2010,2010
7-RO-555-SE,90120024738,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2010-05-06,2010-05-13,2010-05-15,"-10,7159894444","-37,1643611111",635.0,635.0,634.0,100.0,,0.0,7,2010,2010
7-RO-563-SE,90120024495,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2010-01-18,2010-01-23,2010-01-24,"-10,7005947222","-37,1963919444",-464.0,504.0,504.0,40.0,,0.0,5,2010,2010
7-RO-568-SE,90120024014,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2009-07-05,2009-07-10,2009-07-12,"-10,702975","-37,1887247222",570.0,570.0,570.0,25.0,,0.0,5,2009,2009
7-RO-569-SE,90120023993,SE,Sergipe,T,7,Desenvolvimento,FECHADO,2009-06-27,2009-07-01,2009-07-02,"-10,7044847222","-37,1899488888",522.0,522.0,522.0,25.0,,0.0,4,2009,2009
7-RO-575-SE,90120024077,SE,Sergipe,T,7,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2009-08-01,2009-08-04,2009-08-06,"-10,7061730555","-37,1894319444",503.0,0.0,503.0,28.0,,0.0,3,2009,2009
7-RO-581-SE,90120024298,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2009-10-30,2009-11-02,2009-11-02,"-10,6913494444","-37,1863355555",533.0,533.0,533.0,36.0,,0.0,3,2009,2009
7-RO-584-SE,90120024316,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2009-11-06,2009-11-09,2009-11-11,"-10,6859594444","-37,1837525",533.0,0.0,533.0,32.0,,0.0,3,2009,2009
7-RO-591-SE,90120024168,SE,Sergipe,T,7,Desenvolvimento,FECHADO,2009-09-08,2009-09-14,2009-09-16,"-10,6778433333","-37,1884508333",601.0,0.0,601.0,56.0,,0.0,6,2009,2009
7-RO-596-SE,90120024636,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2010-03-16,2010-03-20,2010-03-20,"-10,686125","-37,1949113888",-496.0,511.0,511.0,15.0,,0.0,4,2010,2010
7-RO-599-SE,90120024594,SE,Sergipe,T,7,Desenvolvimento,FECHADO,2010-02-18,2010-02-22,2010-02-24,"-10,6790311111","-37,1931897222",-529.0,551.0,546.0,17.0,,0.0,4,2010,2010
7-RO-614-SE,90120024672,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2010-03-31,2010-04-05,2010-04-07,"-10,7119044444","-37,1728986111",565.0,565.0,565.0,35.0,,0.0,5,2010,2010
7-RO-615-SE,90120024673,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2010-03-31,2010-04-05,2010-04-07,"-10,712185","-37,1796708333",564.0,564.0,564.0,38.0,,0.0,5,2010,2010
7-RO-616D-SE,90120025753,SE,Sergipe,T,7,Desenvolvimento,FECHADO,2011-09-18,2011-09-20,2011-09-22,"-10,7173761111","-37,1814244444",-522.0,542.0,,7.0,,0.0,2,2011,2011
7-RO-617D-SE,90120025533,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2011-05-24,2011-05-31,2011-06-01,"-10,7189566666","-37,1768883333",-564.0,570.0,,8.0,,0.0,7,2011,2011
7-RO-624-SE,90120026350,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2012-06-28,2012-07-03,2012-07-04,"-10,7466708333","-37,2689447222",-319.0,420.0,420.0,100.0,,0.0,5,2012,2012
7-RO-628-SE,90120026656,SE,Sergipe,T,7,Desenvolvimento,PRODUZINDO,2012-11-11,2012-11-13,2012-11-15,"-10,7263066666","-37,2070775",-489.0,511.0,510.0,21.0,,0.0,2,2012,2012
7-RO-63H-RJS,74281021665,RJ,Campos,M,7,Desenvolvimento,ABANDONADO PERMANENTEMENTE,2006-01-20,2006-03-30,2006-04-13,"-21,9675547222","-39,7872272222",4376.0,4376.0,4376.0,25.0,0.0,1589.0,69,2006,2006
